chromosome,start,end,count,gene
chr11,118112268,118112532,3,IL10RA
chr11,118112268,118112532,3,MPZL3
chr11,118112268,118112532,3,UBE4A
chr11,118146006,118146232,1,FXYD6
chr11,118146006,118146232,1,MPZL2
chr11,118148186,118148361,1,MPZL2
chr11,118785112,118785368,1,CBL
chr11,118785112,118785368,1,CCDC84
chr11,118785112,118785368,1,DDX6
chr11,118785112,118785368,1,MLL
chr11,118785112,118785368,1,RPS25
chr11,118785112,118785368,1,VPS11
chr11,119554350,119554716,1,PVRL1
chr11,119554350,119554716,1,TRIM29
chr11,120483837,120483981,1,GRIK4
chr11,120483837,120483981,1,TECTA
chr11,121289334,121289764,1,SORL1
chr11,121307019,121307215,1,SORL1
chr11,123343327,123343490,1,BSX
chr11,123454385,123454767,2,OR10G4
chr11,123454385,123454767,2,OR10G7
chr11,123454385,123454767,2,OR10S1
chr11,123454385,123454767,2,OR4D5
chr11,123454385,123454767,2,OR6M1
chr11,123454385,123454767,2,OR6T1
chr11,123454385,123454767,2,OR6X1
chr11,123454385,123454767,2,OR8D4
chr11,123613702,123613859,1,OR10G4
chr11,123613702,123613859,1,OR10G7
chr11,123613702,123613859,1,OR10S1
chr11,123613702,123613859,1,OR4D5
chr11,123613702,123613859,1,OR6M1
chr11,123613702,123613859,1,OR6T1
chr11,123613702,123613859,1,OR6X1
chr11,123613702,123613859,1,OR8D4
chr11,123879192,123879570,1,OR10G4
chr11,123879192,123879570,1,OR10G7
chr11,123879192,123879570,1,OR10G9
chr11,123879192,123879570,1,OR4D5
chr11,123879192,123879570,1,OR6M1
chr11,123879192,123879570,1,OR6T1
chr11,123879192,123879570,1,OR6X1
chr11,123879192,123879570,1,OR8B4
chr11,123879192,123879570,1,OR8B8
chr11,123879192,123879570,1,OR8D1
chr11,123879192,123879570,1,OR8D2
chr11,123879192,123879570,1,OR8D4
chr11,123879192,123879570,1,OR8G1
chr11,123948297,123948692,2,OR4D5
chr11,123948297,123948692,2,OR8D4
chr11,123948297,123948692,2,VWA5A
chr11,123949311,123949466,1,VWA5A
chr11,123950495,123950749,2,VWA5A
chr11,123957354,123957540,1,OR6M1
chr11,123957354,123957540,1,OR8D1
chr11,123957354,123957540,1,SCN3B
chr11,123957354,123957540,1,TMEM225
chr11,123957354,123957540,1,VWA5A
chr11,124062644,124062948,1,OR10G4
chr11,124062644,124062948,1,OR10G7
chr11,124062644,124062948,1,OR4D5
chr11,124062644,124062948,1,OR6M1
chr11,124062644,124062948,1,OR6T1
chr11,124062644,124062948,1,OR6X1
chr11,124062644,124062948,1,OR8A1
chr11,124062644,124062948,1,OR8B12
chr11,124062644,124062948,1,OR8B8
chr11,124062644,124062948,1,OR8D1
chr11,124062644,124062948,1,OR8D2
chr11,124062644,124062948,1,OR8D4
chr11,124062644,124062948,1,OR8G1
chr11,124062644,124062948,1,TBRG1
chr11,124062644,124062948,1,VWA5A
chr11,124458771,124459153,1,OR8A1
chr11,124458771,124459153,1,OR8B12
chr11,124458771,124459153,1,OR8B8
chr11,124458771,124459153,1,OR8D1
chr11,124458771,124459153,1,OR8D2
chr11,124458771,124459153,1,OR8G1
chr11,124552795,124553089,1,C11orf61
chr11,124552795,124553089,1,OR8B4
chr11,126032961,126033284,1,PATE2
chr11,126032961,126033284,1,PATE3
chr11,126838913,126839134,2,KIRREL3
chr11,128141404,128141667,1,ETS1
chr11,128141404,128141667,1,FLI1
chr11,128172320,128172993,2,ETS1
chr11,128172320,128172993,2,FLI1
chr11,128174712,128175165,1,ETS1
chr11,128174712,128175165,1,FLI1
chr11,128212720,128212961,1,ETS1
chr11,128212720,128212961,1,FLI1
chr11,128339730,128340284,1,ETS1
chr11,128339730,128340284,1,FLI1
chr11,128341794,128342415,2,ETS1
chr11,128341794,128342415,2,FLI1
chr11,128343668,128343835,1,ETS1
chr11,128343668,128343835,1,FLI1
chr11,128376891,128377234,1,ETS1
chr11,128385518,128386026,1,ETS1
chr11,128385518,128386026,1,FLI1
chr11,128388897,128389626,2,ETS1
chr11,128388897,128389626,2,FLI1
chr11,128420960,128421096,1,ETS1
chr11,128421542,128421887,1,ETS1
chr11,128421542,128421887,1,FLI1
chr11,128480883,128481272,2,ETS1
chr11,128480883,128481272,2,FLI1
chr11,128498611,128498879,1,ETS1
chr11,128498611,128498879,1,FLI1
chr11,128579282,128579748,1,FLI1
chr11,128586554,128587109,1,FLI1
chr11,128605969,128606121,2,ETS1
chr11,128605969,128606121,2,FLI1
chr11,129731747,129732130,1,NFRKB
chr11,129731747,129732130,1,ST14
chr11,129731747,129732130,1,TMEM45B
chr11,129920821,129921218,1,APLP2
chr11,129925505,129925678,1,APLP2
chr11,129993921,129994394,1,APLP2
chr11,129993921,129994394,1,PRDM10
chr11,131619149,131619332,1,NTM
chr11,131737647,131737928,2,NTM
chr11,131902527,131902770,1,NTM
chr11,131996641,131997035,1,NTM
chr11,132574661,132574990,1,OPCML
chr11,132637704,132638094,1,OPCML
chr11,132764269,132764639,1,OPCML
chr12,860254,860664,1,NINJ2
chr12,860254,860664,1,RAD52
chr12,860254,860664,1,WNK1
chr12,864034,864343,1,CCDC77
chr12,864034,864343,1,KDM5A
chr12,1029926,1030313,1,WNK1
chr12,2144277,2144357,1,CACNA1C
chr12,2144277,2144357,1,LRTM2
chr12,2364427,2364812,1,CACNA1C
chr12,2364427,2364812,1,LRTM2
chr12,4313058,4313407,2,CCND2
chr12,4380607,4381576,2,CCND2
chr12,4380607,4381576,2,PARP11
chr12,4935579,4936010,1,KCNA1
chr12,4935579,4936010,1,KCNA6
chr12,5566178,5566568,1,NTF3
chr12,6013764,6014121,1,VWF
chr12,6250118,6250545,1,CHD4
chr12,6250118,6250545,1,IFFO1
chr12,6250118,6250545,1,TAPBPL
chr12,6250118,6250545,1,TNFRSF1A
chr12,6250118,6250545,1,VAMP1
chr12,6332021,6332332,1,LPAR5
chr12,6335136,6335793,1,SCNN1A
chr12,6445143,6445640,1,CD4
chr12,6445143,6445640,1,CHD4
chr12,6445143,6445640,1,TAPBPL
chr12,6445143,6445640,1,TNFRSF1A
chr12,6445143,6445640,1,VAMP1
chr12,6454526,6454970,1,CD4
chr12,6454526,6454970,1,TNFRSF1A
chr12,6901890,6902092,2,CD4
chr12,6901890,6902092,2,CHD4
chr12,6901890,6902092,2,IFFO1
chr12,6901890,6902092,2,ING4
chr12,6901890,6902092,2,PTPN6
chr12,6901890,6902092,2,TAPBPL
chr12,6901890,6902092,2,ZNF384
chr12,8123169,8123746,2,C3AR1
chr12,8123169,8123746,2,CLEC4A
chr12,8123169,8123746,2,CLEC6A
chr12,8123169,8123746,2,FOXJ2
chr12,8123169,8123746,2,NECAP1
chr12,8123169,8123746,2,SLC2A3
chr12,8307747,8307921,1,C3AR1
chr12,8307747,8307921,1,CLEC4A
chr12,8307747,8307921,1,CLEC4D
chr12,8307747,8307921,1,CLEC4E
chr12,8307747,8307921,1,CLEC6A
chr12,8307747,8307921,1,NECAP1
chr12,8645815,8646074,1,C3AR1
chr12,8645815,8646074,1,CLEC4A
chr12,8645815,8646074,1,CLEC4D
chr12,8645815,8646074,1,CLEC4E
chr12,8645815,8646074,1,CLEC6A
chr12,8645815,8646074,1,FOXJ2
chr12,8645815,8646074,1,M6PR
chr12,8645815,8646074,1,NECAP1
chr12,8763701,8764050,2,AICDA
chr12,8825073,8825336,2,CLEC4D
chr12,8825073,8825336,2,CLEC4E
chr12,8825073,8825336,2,CLEC6A
chr12,8825073,8825336,2,M6PR
chr12,8840377,8840836,1,RIMKLB
chr12,9263143,9263504,2,KLRB1
chr12,9263143,9263504,2,KLRG1
chr12,9803369,9803672,1,CD69
chr12,9803369,9803672,1,CLEC12A
chr12,9803369,9803672,1,CLEC2B
chr12,9803369,9803672,1,CLEC2D
chr12,9803369,9803672,1,CLEC7A
chr12,9803369,9803672,1,KLRB1
chr12,9803369,9803672,1,KLRF1
chr12,9855016,9855380,1,CD69
chr12,9855016,9855380,1,CLEC2B
chr12,9855016,9855380,1,CLEC2D
chr12,9855016,9855380,1,CLECL1
chr12,9855016,9855380,1,KLRB1
chr12,9874465,9874635,1,CLEC2B
chr12,9874465,9874635,1,CLEC2D
chr12,9874465,9874635,1,CLECL1
chr12,9910959,9911930,3,CD69
chr12,9910959,9911930,3,CLEC12A
chr12,9910959,9911930,3,CLEC2B
chr12,9910959,9911930,3,CLEC7A
chr12,9910959,9911930,3,GABARAPL1
chr12,9910959,9911930,3,KLRB1
chr12,9910959,9911930,3,KLRF1
chr12,9910959,9911930,3,OLR1
chr12,9917181,9917686,1,CD69
chr12,9917181,9917686,1,CLEC12A
chr12,9917181,9917686,1,CLEC2B
chr12,9917181,9917686,1,CLEC2D
chr12,9917181,9917686,1,CLEC7A
chr12,9917181,9917686,1,GABARAPL1
chr12,9917181,9917686,1,KLRB1
chr12,9917181,9917686,1,KLRF1
chr12,9917181,9917686,1,OLR1
chr12,10113074,10113503,1,CD69
chr12,10113074,10113503,1,CLEC12A
chr12,10113074,10113503,1,CLEC2B
chr12,10113074,10113503,1,CLEC7A
chr12,10113074,10113503,1,GABARAPL1
chr12,10113074,10113503,1,OLR1
chr12,10125966,10127012,1,CLEC12A
chr12,10125966,10127012,1,CLEC2B
chr12,10125966,10127012,1,CLEC7A
chr12,10125966,10127012,1,GABARAPL1
chr12,10125966,10127012,1,OLR1
chr12,10220622,10220778,1,CLEC12A
chr12,10220622,10220778,1,CLEC2B
chr12,10220622,10220778,1,CLEC7A
chr12,10220622,10220778,1,OLR1
chr12,10281058,10281708,1,CD69
chr12,10281058,10281708,1,CLEC12A
chr12,10281058,10281708,1,CLEC2B
chr12,10281058,10281708,1,CLEC7A
chr12,10281058,10281708,1,GABARAPL1
chr12,10281058,10281708,1,OLR1
chr12,10441756,10441953,1,CLEC1B
chr12,10441756,10441953,1,CLEC2B
chr12,10441756,10441953,1,CSDA
chr12,10441756,10441953,1,KLRC1
chr12,10441756,10441953,1,KLRC2
chr12,10441756,10441953,1,KLRC3
chr12,10441756,10441953,1,KLRC4
chr12,10441756,10441953,1,KLRC4-KLRK1
chr12,10441756,10441953,1,KLRD1
chr12,10441756,10441953,1,KLRF1
chr12,10441756,10441953,1,KLRK1
chr12,10712275,10712375,1,KLRC1
chr12,10712275,10712375,1,KLRC4
chr12,10712275,10712375,1,KLRC4-KLRK1
chr12,10712275,10712375,1,KLRD1
chr12,10712275,10712375,1,KLRK1
chr12,11731456,11731873,1,TAS2R42
chr12,11731456,11731873,1,TAS2R43
chr12,11736764,11737137,1,TAS2R42
chr12,11887448,11887775,1,BCL2L14
chr12,11887448,11887775,1,ETV6
chr12,11893113,11893308,1,BCL2L14
chr12,11893113,11893308,1,ETV6
chr12,11911642,11913422,1,BCL2L14
chr12,11911642,11913422,1,ETV6
chr12,11915588,11916131,1,BCL2L14
chr12,11915588,11916131,1,ETV6
chr12,11962714,11963062,1,BCL2L14
chr12,11962714,11963062,1,ETV6
chr12,11966137,11966507,1,BCL2L14
chr12,11966137,11966507,1,ETV6
chr12,11976145,11976420,1,BCL2L14
chr12,11976145,11976420,1,ETV6
chr12,11986979,11987463,1,BCL2L14
chr12,11986979,11987463,1,ETV6
chr12,12016846,12017194,2,BCL2L14
chr12,12016846,12017194,2,ETV6
chr12,12161273,12161524,1,LOH12CR1
chr12,12162075,12162513,1,BCL2L14
chr12,12162075,12162513,1,ETV6
chr12,12162075,12162513,1,LOH12CR1
chr12,12594845,12595716,1,APOLD1
chr12,12594845,12595716,1,CDKN1B
chr12,12594845,12595716,1,DUSP16
chr12,12594845,12595716,1,GPR19
chr12,12594845,12595716,1,LOH12CR1
chr12,12872470,12873013,1,APOLD1
chr12,12872470,12873013,1,CDKN1B
chr12,12872470,12873013,1,DUSP16
chr12,12872470,12873013,1,LOH12CR1
chr12,12872470,12873013,1,MANSC1
chr12,13056884,13057235,2,GPRC5A
chr12,13359236,13359687,1,EMP1
chr12,14410616,14411017,1,PLBD1
chr12,14420572,14420772,1,PLBD1
chr12,14994752,14995023,1,ART4
chr12,14994752,14995023,1,C12orf69
chr12,14994752,14995023,1,H2AFJ
chr12,15105208,15105676,1,ARHGDIB
chr12,15105208,15105676,1,WBP11
chr12,15111199,15111865,1,ARHGDIB
chr12,15111199,15111865,1,PLBD1
chr12,16328940,16329270,1,SLC15A5
chr12,20099675,20099840,1,PDE3A
chr12,23830380,23830650,1,SOX5
chr12,24024456,24024847,1,SOX5
chr12,24062598,24062930,1,SOX5
chr12,24673435,24673806,1,SOX5
chr12,24814586,24815271,1,BCAT1
chr12,24816913,24817959,1,BCAT1
chr12,24861897,24862673,1,BCAT1
chr12,24868118,24868494,1,BCAT1
chr12,24871584,24871922,3,BCAT1
chr12,24877716,24878227,1,BCAT1
chr12,24881474,24881628,1,BCAT1
chr12,24895336,24895635,1,BCAT1
chr12,24903057,24903444,1,SOX5
chr12,25099512,25100288,1,BCAT1
chr12,26522536,26522924,1,ITPR2
chr12,26889779,26890108,1,C12orf71
chr12,27031783,27031911,1,ITPR2
chr12,27391259,27391571,1,ITPR2
chr12,27391259,27391571,1,STK38L
chr12,27726864,27727242,1,PPFIBP1
chr12,27726864,27727242,1,STK38L
chr12,28179755,28179885,1,PTHLH
chr12,28283625,28284072,1,PTHLH
chr12,31899631,31900083,1,AMN1
chr12,31899631,31900083,1,H3F3C
chr12,32012588,32013002,1,AMN1
chr12,32012588,32013002,1,H3F3C
chr12,32204633,32204870,2,AMN1
chr12,32204633,32204870,2,H3F3C
chr12,32204633,32204870,2,METTL20
chr12,32465088,32465196,1,BICD1
chr12,32465088,32465196,1,FGD4
chr12,40547313,40547537,1,LRRK2
chr12,40602572,40602837,1,LRRK2
chr12,41680022,41680168,1,PDZRN4
chr12,42598855,42599145,1,YAF2
chr12,44944990,44945321,1,DBX2
chr12,44944990,44945321,1,NELL2
chr12,45236452,45236616,1,DBX2
chr12,45236452,45236616,1,NELL2
chr12,45264449,45264779,1,NELL2
chr12,45626822,45627300,1,ANO6
chr12,45644542,45644793,1,ANO6
chr12,46608402,46609191,1,ARID2
chr12,46608402,46609191,1,SCAF11
chr12,46608402,46609191,1,SLC38A1
chr12,47058276,47058667,2,SLC38A2
chr12,47606052,47606349,1,FAM113B
chr12,48202856,48203019,1,ASB8
chr12,48202856,48203019,1,VDR
chr12,48215602,48215961,1,OR10AD1
chr12,48215602,48215961,1,RPAP3
chr12,48227481,48227636,1,OR10AD1
chr12,48282882,48283045,1,ASB8
chr12,48282882,48283045,1,VDR
chr12,48282882,48283045,1,ZNF641
chr12,49628278,49628526,1,LMBR1L
chr12,49628278,49628526,1,TUBA1A
chr12,49866902,49867154,1,PRPF40B
chr12,50056796,50057319,1,FMNL3
chr12,50056796,50057319,1,NCKAP5L
chr12,50056796,50057319,1,TMBIM6
chr12,50067341,50067888,2,FMNL3
chr12,50067341,50067888,2,NCKAP5L
chr12,50067341,50067888,2,TUBA1A
chr12,50092156,50092464,1,FMNL3
chr12,50096461,50096860,1,FMNL3
chr12,50911573,50911988,2,DIP2B
chr12,50911573,50911988,2,SLC11A2
chr12,50932147,50932418,1,DIP2B
chr12,50932147,50932418,1,SLC11A2
chr12,51786511,51786834,2,BIN2
chr12,51786511,51786834,2,CSRNP2
chr12,51786511,51786834,2,DAZAP2
chr12,51786511,51786834,2,GALNT6
chr12,51786511,51786834,2,SLC11A2
chr12,51835468,51835599,1,SCN8A
chr12,51835468,51835599,1,SLC4A8
chr12,52275840,52276039,1,NR4A1
chr12,52278286,52278855,1,NR4A1
chr12,52279748,52280043,1,NR4A1
chr12,52366669,52367046,3,GRASP
chr12,52366669,52367046,3,NR4A1
chr12,52418719,52418897,1,ACVRL1
chr12,52418719,52418897,1,GRASP
chr12,52418719,52418897,1,NR4A1
chr12,52419301,52419935,3,GRASP
chr12,52419301,52419935,3,NR4A1
chr12,52512288,52512603,2,NR4A1
chr12,52588132,52588259,1,FIGNL2
chr12,52588132,52588259,1,GRASP
chr12,52588132,52588259,1,NR4A1
chr12,52596776,52597514,1,NR4A1
chr12,52597722,52597879,1,KRT71
chr12,52916140,52916794,1,KRT1
chr12,52916140,52916794,1,KRT5
chr12,52916140,52916794,1,KRT6A
chr12,52916140,52916794,1,KRT6B
chr12,52916140,52916794,1,KRT6C
chr12,52916140,52916794,1,KRT75
chr12,52916140,52916794,1,KRT76
chr12,53253974,53254173,1,KRT5
chr12,53253974,53254173,1,KRT6A
chr12,53253974,53254173,1,RARG
chr12,53611077,53612140,1,PFDN5
chr12,53611077,53612140,1,PRR13
chr12,54372759,54373189,1,HOXC10
chr12,54372759,54373189,1,HOXC11
chr12,54372759,54373189,1,HOXC12
chr12,54372759,54373189,1,HOXC13
chr12,54752671,54753884,1,GPR84
chr12,54752671,54753884,1,ITGA5
chr12,54752671,54753884,1,NCKAP1L
chr12,54752671,54753884,1,ZNF385A
chr12,55385213,55385361,1,KIAA0748
chr12,55385213,55385361,1,NCKAP1L
chr12,56069411,56069730,1,BLOC1S1
chr12,56069411,56069730,1,MMP19
chr12,56069411,56069730,1,ZC3H10
chr12,56356198,56356265,1,CDK2
chr12,56356198,56356265,1,PMEL
chr12,56831514,56831759,1,IKZF4
chr12,57326732,57326986,1,SDR9C7
chr12,58758718,58759055,1,XRCC6BP1
chr12,58819259,58819609,1,LRIG3
chr12,59462086,59462470,1,LRIG3
chr12,59478007,59478346,1,LRIG3
chr12,62525889,62526278,2,FAM19A2
chr12,62525889,62526278,2,MON2
chr12,62609319,62609899,2,USP15
chr12,64955008,64955199,1,C12orf66
chr12,64955008,64955199,1,RASSF3
chr12,64955008,64955199,1,TBK1
chr12,65005842,65006280,1,C12orf66
chr12,65005842,65006280,1,GNS
chr12,65005842,65006280,1,RASSF3
chr12,65005842,65006280,1,TBK1
chr12,65019058,65019979,5,GNS
chr12,65019058,65019979,5,RASSF3
chr12,65019058,65019979,5,TBK1
chr12,65176068,65176517,1,GNS
chr12,65176068,65176517,1,LEMD3
chr12,65176068,65176517,1,RASSF3
chr12,65176068,65176517,1,TBK1
chr12,65194398,65194833,1,GNS
chr12,65194398,65194833,1,LEMD3
chr12,65194398,65194833,1,RASSF3
chr12,65194398,65194833,1,TBK1
chr12,65930655,65931175,1,HMGA2
chr12,66089335,66089636,2,IRAK3
chr12,66286698,66286979,1,IRAK3
chr12,66311039,66311339,1,HMGA2
chr12,66316992,66317322,1,IRAK3
chr12,66319590,66319707,1,IRAK3
chr12,66584162,66585501,1,IRAK3
chr12,66584162,66585501,1,TMBIM4
chr12,66606907,66607172,1,IRAK3
chr12,66628292,66629290,1,HELB
chr12,66628292,66629290,1,IRAK3
chr12,66628292,66629290,1,TMBIM4
chr12,66662420,66662780,1,HELB
chr12,66662420,66662780,1,IRAK3
chr12,66662420,66662780,1,TMBIM4
chr12,67274459,67274765,1,GRIP1
chr12,67371255,67371618,1,GRIP1
chr12,68385084,68385454,2,DYRK2
chr12,68385084,68385454,2,IFNG
chr12,68660485,68660819,1,IL22
chr12,68660485,68660819,1,IL26
chr12,68752884,68753357,1,RAP1B
chr12,68753581,68753851,1,RAP1B
chr12,68761672,68762016,1,IFNG
chr12,68761672,68762016,1,RAP1B
chr12,69006143,69006530,1,CPM
chr12,69006143,69006530,1,IFNG
chr12,69006143,69006530,1,RAP1B
chr12,69227269,69227544,1,SLC35E3
chr12,69313266,69313951,2,CPM
chr12,69316243,69316419,1,CPM
chr12,69316243,69316419,1,RAP1B
chr12,69345630,69345835,1,CPM
chr12,69345630,69345835,1,CPSF6
chr12,69345630,69345835,1,MDM2
chr12,69345630,69345835,1,NUP107
chr12,69345630,69345835,1,SLC35E3
chr12,69345630,69345835,1,YEATS4
chr12,69358211,69358538,1,CPM
chr12,69358211,69358538,1,LYZ
chr12,69358211,69358538,1,RAP1B
chr12,69462130,69462730,1,CPM
chr12,69462130,69462730,1,LYZ
chr12,69462130,69462730,1,RAP1B
chr12,69634325,69634686,1,CCT2
chr12,69634325,69634686,1,CPSF6
chr12,69634325,69634686,1,FRS2
chr12,69634325,69634686,1,MDM2
chr12,69634325,69634686,1,RAB3IP
chr12,69634325,69634686,1,SLC35E3
chr12,69634325,69634686,1,YEATS4
chr12,70382625,70382986,1,CCT2
chr12,70382625,70382986,1,RAB3IP
chr12,70605032,70605426,1,CNOT2
chr12,71040722,71040853,1,CNOT2
chr12,71040722,71040853,1,PTPRB
chr12,72700873,72701321,1,TPH2
chr12,76183993,76184325,1,GLIPR1
chr12,76183993,76184325,1,PHLDA1
chr12,76214541,76214932,1,PHLDA1
chr12,76219425,76219952,1,PHLDA1
chr12,76272060,76272354,1,PHLDA1
chr12,76345818,76345948,1,GLIPR1
chr12,76345818,76345948,1,PHLDA1
chr12,76364239,76364345,1,GLIPR1
chr12,76364239,76364345,1,PHLDA1
chr12,76552427,76552994,3,OSBPL8
chr12,76552427,76552994,3,PHLDA1
chr12,77425555,77425931,1,OSBPL8
chr12,79362065,79362430,1,SYT1
chr12,79941021,79941361,1,PAWR
chr12,81271643,81271697,1,LIN7A
chr12,81699995,81700341,1,PPFIA2
chr12,82130352,82130718,1,PPFIA2
chr12,82336470,82336631,1,CCDC59
chr12,82349340,82349900,1,CCDC59
chr12,82350374,82350688,2,CCDC59
chr12,83177526,83177865,1,TMTC2
chr12,87130786,87131140,1,MGAT4C
chr12,89445842,89446070,1,DUSP6
chr12,89520522,89520961,1,DUSP6
chr12,89619217,89620117,1,ATP2B1
chr12,89619217,89620117,1,DUSP6
chr12,89638373,89638597,2,ATP2B1
chr12,89638373,89638597,2,DUSP6
chr12,89638373,89638597,2,POC1B
chr12,89659937,89660045,1,ATP2B1
chr12,89659937,89660045,1,DUSP6
chr12,89740084,89740418,1,ATP2B1
chr12,89740084,89740418,1,DUSP6
chr12,89740084,89740418,1,POC1B
chr12,89871085,89871278,1,ATP2B1
chr12,89871085,89871278,1,DUSP6
chr12,90127113,90127954,3,ATP2B1
chr12,90127113,90127954,3,DUSP6
chr12,90171547,90171930,1,ATP2B1
chr12,90171547,90171930,1,DUSP6
chr12,90171547,90171930,1,POC1B
chr12,90183658,90184060,1,ATP2B1
chr12,90183658,90184060,1,DUSP6
chr12,90183658,90184060,1,POC1B
chr12,90256648,90256905,1,ATP2B1
chr12,90256648,90256905,1,POC1B
chr12,90257323,90257921,4,POC1B
chr12,90353904,90354400,1,ATP2B1
chr12,90484866,90485476,1,ATP2B1
chr12,92172402,92172494,1,BTG1
chr12,92424488,92424877,1,BTG1
chr12,92427755,92427874,1,BTG1
chr12,92436632,92436991,1,BTG1
chr12,92458847,92459245,2,BTG1
chr12,92517420,92517830,1,BTG1
chr12,92831310,92831587,1,BTG1
chr12,92831310,92831587,1,C12orf74
chr12,92831310,92831587,1,CLLU1OS
chr12,92890570,92890809,1,CLLU1OS
chr12,92896154,92896581,1,BTG1
chr12,92897281,92898057,2,BTG1
chr12,92899278,92900031,1,BTG1
chr12,92899278,92900031,1,EEA1
chr12,92910105,92910423,2,BTG1
chr12,92910105,92910423,2,CLLU1OS
chr12,92910105,92910423,2,EEA1
chr12,92913150,92913269,1,BTG1
chr12,92913150,92913269,1,EEA1
chr12,92932983,92933476,1,BTG1
chr12,92932983,92933476,1,EEA1
chr12,92996914,92998321,2,BTG1
chr12,92996914,92998321,2,EEA1
chr12,93305938,93306210,1,CLLU1OS
chr12,94135673,94136306,1,NUDT4
chr12,94135673,94136306,1,SOCS2
chr12,94312014,94312280,1,SOCS2
chr12,94517762,94517910,1,CRADD
chr12,94517762,94517910,1,PLXNC1
chr12,94546167,94546575,1,CRADD
chr12,94546167,94546575,1,PLXNC1
chr12,94546167,94546575,1,TMCC3
chr12,94580840,94581238,1,PLXNC1
chr12,94580840,94581238,1,TMCC3
chr12,94581330,94581746,1,PLXNC1
chr12,94581330,94581746,1,TMCC3
chr12,94602005,94602423,1,PLXNC1
chr12,94602005,94602423,1,TMCC3
chr12,95037595,95038737,1,PLXNC1
chr12,95037595,95038737,1,TMCC3
chr12,95069867,95070333,1,TMCC3
chr12,95199817,95200100,1,VEZT
chr12,95224895,95225184,1,CCDC41
chr12,95224895,95225184,1,VEZT
chr12,95226806,95227127,2,CCDC41
chr12,96589359,96589977,1,ELK3
chr12,96589359,96589977,1,LTA4H
chr12,96630162,96630464,1,CDK17
chr12,96634891,96635110,1,CDK17
chr12,96839212,96840356,1,CDK17
chr12,96839212,96840356,1,NEDD1
chr12,99786605,99786971,3,ANKS1B
chr12,102250819,102251404,1,DRAM1
chr12,102252200,102252416,1,DRAM1
chr12,104613052,104613575,1,CHST11
chr12,104613052,104613575,1,TXNRD1
chr12,104791559,104791875,1,TXNRD1
chr12,105032549,105032903,1,CHST11
chr12,105032549,105032903,1,KIAA1033
chr12,105061987,105062372,1,CHST11
chr12,105061987,105062372,1,KIAA1033
chr12,105064571,105065844,1,CHST11
chr12,105064571,105065844,1,EID3
chr12,105064571,105065844,1,KIAA1033
chr12,105711063,105711549,1,C12orf75
chr12,106980953,106981296,1,MTERFD3
chr12,106980953,106981296,1,RFX4
chr12,106980953,106981296,1,RIC8B
chr12,108699402,108699607,1,CORO1C
chr12,108699402,108699607,1,SELPLG
chr12,108761286,108761499,1,CORO1C
chr12,108761286,108761499,1,SELPLG
chr12,108761286,108761499,1,SSH1
chr12,109248007,109248657,1,CORO1C
chr12,109248007,109248657,1,SELPLG
chr12,109248007,109248657,1,SSH1
chr12,109297152,109297589,1,CORO1C
chr12,109297152,109297589,1,SELPLG
chr12,109297152,109297589,1,SSH1
chr12,109553563,109553881,1,ACACB
chr12,109553563,109553881,1,DAO
chr12,109553563,109553881,1,UNG
chr12,109570576,109570747,1,ACACB
chr12,109900309,109900503,1,KCTD10
chr12,110315812,110316035,2,C12orf34
chr12,110315812,110316035,2,TCHP
chr12,111016111,111016444,4,PPTC7
chr12,111023118,111023488,1,PPTC7
chr12,111473237,111473713,1,CUX2
chr12,112341708,112342051,2,ATXN2
chr12,112341708,112342051,2,BRAP
chr12,112341708,112342051,2,C12orf51
chr12,112341708,112342051,2,MAPKAPK5
chr12,112341708,112342051,2,NAA25
chr12,112341708,112342051,2,TMEM116
chr12,113513069,113513377,2,DDX54
chr12,113513069,113513377,2,DTX1
chr12,113855961,113856499,2,OAS2
chr12,113855961,113856499,2,OAS3
chr12,113855961,113856499,2,SDS
chr12,113855961,113856499,2,SDSL
chr12,113855961,113856499,2,SLC24A6
chr12,114815176,114815404,1,TBX5
chr12,114842378,114842779,1,TBX5
chr12,114919107,114919420,2,TBX5
chr12,115124772,115125182,2,TBX3
chr12,115138813,115139195,1,TBX3
chr12,116570796,116571229,1,MAP1LC3B2
chr12,116570796,116571229,1,MED13L
chr12,116572704,116573066,1,MED13L
chr12,116761879,116762027,1,MED13L
chr12,116928717,116928987,1,MAP1LC3B2
chr12,116928717,116928987,1,MED13L
chr12,116975193,116975459,1,MAP1LC3B2
chr12,116975193,116975459,1,MED13L
chr12,117039313,117039620,1,MAP1LC3B2
chr12,117039313,117039620,1,MED13L
chr12,118815733,118815925,1,TAOK3
chr12,120451614,120452059,1,CCDC64
chr12,121642681,121642955,1,CAMKK2
chr12,121642681,121642955,1,OASL
chr12,121642681,121642955,1,P2RX4
chr12,121642681,121642955,1,P2RX7
chr12,121998241,121998591,2,CAMKK2
chr12,121998241,121998591,2,P2RX4
chr12,121998241,121998591,2,P2RX7
chr12,121998241,121998591,2,RHOF
chr12,122067749,122067897,1,ORAI1
chr12,122229588,122230472,1,KDM2B
chr12,122229588,122230472,1,MLXIP
chr12,122229588,122230472,1,ORAI1
chr12,122229588,122230472,1,RHOF
chr12,122309456,122309717,1,PSMD9
chr12,122519763,122520228,4,MLXIP
chr12,122519763,122520228,4,ORAI1
chr12,122519763,122520228,4,RSRC2
chr12,122519763,122520228,4,ZCCHC8
