chromosome,start,end,count,gene
chr13,103497190,103499190,1,ERCC5
chr13,103718196,103720196,1,SLC10A2
chr13,106117564,106119564,3,DAOA
chr13,108518460,108520460,1,FAM155A
chr13,108920976,108922976,1,TNFSF13B
chr13,109247499,109249499,5,MYO16
chr13,109280569,109282569,2,MYO16
chr13,110958504,110960504,1,COL4A1
chr13,110958613,110960613,1,COL4A2
chr13,111114634,111116634,2,COL4A2-AS2
chr13,111213084,111215084,2,RAB20
chr13,111357527,111359527,1,CARS2
chr13,111357862,111359862,1,CARS2
chr13,111366783,111368783,1,ING1
chr13,111967531,111969531,2,TEX29
chr13,113029650,113031650,4,SPACA7
chr13,113343642,113345642,1,ATP11A
chr13,113776112,113778112,1,F10
chr13,113950468,113952468,2,LAMP1
chr13,114311513,114313513,4,ATP4B
chr13,114461215,114463215,2,TMEM255B
chr13,114566076,114568076,1,GAS6
chr13,114597075,114599075,3,LINC00452
chr13,114999319,115001319,3,CDC16
chr13,115046058,115048058,1,UPF3A
chr13,115078809,115080809,3,CHAMP1
chr14,20019272,20021272,1,POTEM
chr14,20214586,20216586,3,OR4Q3
chr14,20247481,20249481,4,OR4M1
chr14,20270928,20272928,1,OR4N2
chr14,20336602,20338602,3,OR4K3
chr14,20343426,20345426,4,OR4K2
chr14,20387765,20389765,4,OR4K5
chr14,20442677,20444677,3,OR4K15
chr14,20482352,20484352,2,OR4K14
chr14,20501917,20503917,3,OR4K13
chr14,20527203,20529203,1,OR4L1
chr14,20584565,20586565,2,OR4K17
chr14,20610894,20612894,3,OR4N5
chr14,20664494,20666494,2,OR11G2
chr14,20690868,20692868,4,OR11H6
chr14,20773153,20775153,2,TTC5
chr14,20810772,20812772,1,PARP2
chr14,20880579,20882579,1,TEP1
chr14,20902801,20904801,1,KLHL33
chr14,20936537,20938537,3,PNP
chr14,21028090,21030090,3,RNASE9
chr14,21057417,21059417,2,RNASE11
chr14,21057982,21059982,2,RNASE12
chr14,21151371,21153371,3,RNASE4
chr14,21155931,21157931,3,ANG
chr14,21235585,21237585,1,EDDM3B
chr14,21248209,21250209,2,RNASE6
chr14,21270036,21272036,2,RNASE1
chr14,21358561,21360561,2,RNASE3
chr14,21422629,21424629,2,RNASE2
chr14,21456964,21458964,3,METTL17
chr14,21501944,21503944,2,RNASE13
chr14,21509384,21511384,2,RNASE7
chr14,21524980,21526980,2,RNASE8
chr14,21623184,21625184,1,OR5AU1
chr14,21736638,21738638,3,HNRNPC
chr14,21755135,21757135,1,RPGRIP1
chr14,21851425,21853425,1,SUPT16H
chr14,21898867,21900867,2,CHD8
chr14,21943832,21945832,3,RAB2B
chr14,21944334,21946334,2,TOX4
chr14,22037875,22039875,1,OR10G3
chr14,22102096,22104096,2,OR10G2
chr14,22138232,22140232,2,OR4E1
chr14,23057143,23059143,1,DAD1
chr14,23102749,23104749,1,OR6J1
chr14,23234730,23236730,1,OXA1L
chr14,23284107,23286107,1,SLC7A7
chr14,23304741,23306741,1,MMP14
chr14,23339925,23341925,3,LRP10
chr14,23351431,23353431,1,REM2
chr14,23425351,23427351,2,HAUS4
chr14,23478410,23480410,2,C14orf93
chr14,23510375,23512375,1,PSMB11
chr14,23563682,23565682,1,C14orf119
chr14,23563823,23565823,1,ACIN1
chr14,23573188,23575188,2,LMLN2
chr14,23623667,23625667,2,SLC7A8
chr14,23774970,23776970,1,BCL2L2
chr14,23774970,23776970,1,BCL2L2-PABPN1
chr14,23775068,23777068,1,BCL2L2
chr14,23820660,23822660,1,SLC22A17
chr14,23833842,23835842,1,EFS
chr14,23841069,23843069,3,IL25
chr14,23845016,23847016,2,CMTM5
chr14,23876486,23878486,2,MYH6
chr14,23903895,23905895,5,MYH7
chr14,23937897,23939897,2,NGDN
chr14,24098323,24100323,4,DHRS2
chr14,24104572,24106572,3,DHRS2
chr14,24421943,24423943,3,DHRS4
chr14,24438223,24440223,1,DHRS4L2
chr14,24539045,24541045,1,CPNE6
chr14,24582905,24584905,2,DCAF11
chr14,24583223,24585223,2,NRL
chr14,24609797,24611797,1,EMC9
chr14,24614855,24616855,1,PSME2
chr14,24615083,24617083,1,RNF31
chr14,24615658,24617658,1,RNF31
chr14,24629421,24631421,1,IRF9
chr14,24640233,24642233,1,REC8
chr14,24663942,24665942,3,TM9SF1
chr14,24700576,24702576,1,NEDD8
chr14,24700591,24702591,1,NEDD8-MDP1
chr14,24700627,24702627,1,GMPR2
chr14,24701077,24703077,1,GMPR2
chr14,24710880,24712880,3,TINF2
chr14,24739833,24741833,1,RABGGTA
chr14,24767666,24769666,1,DHRS1
chr14,24778356,24780356,1,LTB4R2
chr14,24803277,24805277,3,ADCY4
chr14,24808242,24810242,1,RIPK3
chr14,24866991,24868991,1,NYNRIN
chr14,24911111,24913111,1,SDR39U1
chr14,24976471,24978471,3,CMA1
chr14,25044466,25046466,1,CTSG
chr14,25102475,25104475,4,GZMB
chr14,27065960,27067960,1,NOVA1
chr14,29235277,29237277,1,FOXG1
chr14,30395948,30397948,1,PRKD1
chr14,31027328,31029328,1,G2E3
chr14,31090459,31092459,3,SCFD1
chr14,31090524,31092524,3,SCFD1
chr14,31956151,31958151,1,GPR33
chr14,32029590,32031590,3,NUBPL
chr14,32046121,32048121,1,NUBPL
chr14,33407458,33409458,1,NPAS3
chr14,34419032,34421032,1,EGLN3
chr14,35007943,35009943,1,EAPP
chr14,35182761,35184761,1,CFL2
chr14,35183029,35185029,2,CFL2
chr14,35451103,35453103,2,SRP54
chr14,35513112,35515112,3,FAM177A1
chr14,35590526,35592526,1,PRORP
chr14,35760522,35762522,2,PSMA6
chr14,35872960,35874960,1,NFKBIA
chr14,36277529,36279529,1,RALGAPA1
chr14,36294596,36296596,4,BRMS1L
chr14,36788882,36790882,2,MBIP
chr14,36981990,36983990,1,SFTA3
chr14,36987903,36989903,1,NKX2-1
chr14,36988430,36990430,1,NKX2-1
chr14,37050819,37052819,1,NKX2-8
chr14,37666117,37668117,2,MIPOL1
chr14,38063325,38065325,1,FOXA1
chr14,38063403,38065403,1,TTC6
chr14,38724575,38726575,1,CLEC14A
chr14,39571732,39573732,1,SEC23A
chr14,39582487,39584487,2,GEMIN2
chr14,39638634,39640634,1,TRAPPC6B
chr14,39643386,39645386,1,PNN
chr14,39702124,39704124,2,MIA2
chr14,39900704,39902704,1,FBXO33
chr14,42075058,42077058,1,LRFN5
chr14,45365506,45367506,3,C14orf28
chr14,45429335,45431335,1,KLHL28
chr14,45430392,45432392,2,TOGARAM1
chr14,45552301,45554301,2,PRPF39
chr14,45602732,45604732,3,FKBP3
chr14,45604141,45606141,2,FANCM
chr14,45721605,45723605,1,MIS18BP1
chr14,47120028,47122028,1,RPL10L
chr14,47811449,47813449,4,MDGA2
chr14,48143157,48145157,1,MDGA2
chr14,50052134,50054134,2,RPS29
chr14,50064414,50066414,1,LRR1
chr14,50086403,50088403,1,RPL36AL
chr14,50086488,50088488,1,MGAT2
chr14,50100948,50102948,1,DNAAF2
chr14,50154098,50156098,1,POLE2
chr14,50318921,50320921,2,NEMF
chr14,50582297,50584297,3,VCPKMT
chr14,50697411,50699411,2,SOS2
chr14,50777947,50779947,2,L2HGDH
chr14,50778046,50780046,2,DMAC2L
chr14,50863122,50865122,2,CDKL1
chr14,50998799,51000799,1,ATL1
chr14,51134071,51136071,2,SAV1
chr14,51337877,51339877,1,ABHD12B
chr14,51410248,51412248,1,PYGL
chr14,51561422,51563422,2,TRIM9
chr14,51705885,51707885,2,TMX1
chr14,51954838,51956838,1,FRMD6
chr14,52326021,52328021,1,GNG2
chr14,52455227,52457227,1,RTRAF
chr14,53161649,53163649,1,ERO1A
chr14,53172895,53174895,4,PSMC6
chr14,53195882,53197882,3,STYX
chr14,53257386,53259386,1,GNPNAT1
chr14,53619046,53621046,1,DDHD1
chr14,54422609,54424609,2,BMP4
chr14,54954744,54956744,3,GMFB
chr14,54975586,54977586,1,CGRRF1
chr14,55033329,55035329,1,SAMD4A
chr14,55368542,55370542,1,GCH1
chr14,55594934,55596934,2,LGALS3
chr14,55657396,55659396,2,DLGAP5
chr14,55737020,55739020,1,FBXO34
chr14,55877576,55879576,1,ATG14
chr14,57045510,57047510,2,TMEM260
chr14,57734605,57736605,2,AP5M1
chr14,57734617,57736617,2,EXOC5
chr14,57959581,57961581,1,CCDC198
chr14,58617957,58619957,1,ARMH4
chr14,58665832,58667832,1,ACTR10
chr14,58710522,58712522,3,PSMA3
chr14,58861643,58863643,2,TOMM20L
chr14,59729158,59731158,2,DAAM1
chr14,59931059,59933059,1,GPR135
chr14,59950073,59952073,1,L3HYPDH
chr14,59950160,59952160,1,JKAMP
chr14,60042549,60044549,1,CCDC175
chr14,60385430,60387430,2,LRRC9
chr14,60635582,60637582,2,DHRS7
chr14,60951764,60953764,3,C14orf39
chr14,61115155,61117155,1,SIX1
chr14,61200458,61202458,3,MNAT1
chr14,61446797,61448797,1,TRMT5
chr14,61446831,61448831,1,SLC38A6
chr14,61447408,61449408,1,TRMT5
chr14,62161118,62163118,2,HIF1A
chr14,62163339,62165339,1,HIF1A
chr14,62228074,62230074,2,SNAPC1
chr14,62461540,62463540,2,SYT16
chr14,63510956,63512956,5,KCNH5
chr14,63670101,63672101,1,RHOJ
chr14,63784593,63786593,2,GPHB5
chr14,64107641,64109641,1,WDR89
chr14,64760128,64762128,4,ESR2
chr14,64969563,64971563,1,ZBTB25
chr14,64970291,64972291,1,ZBTB1
chr14,64970931,64972931,1,ZBTB25
chr14,65015619,65017619,1,PPP1R36
chr14,65288866,65290866,3,SPTB
chr14,65380078,65382078,1,CHURC1-FNTB
chr14,65380078,65382078,1,CHURC1
chr14,65408623,65410623,1,GPX2
chr14,65876309,65878309,1,FUT8
chr14,66952088,66954088,1,CCDC196
chr14,67825720,67827720,1,ATP6V1D
chr14,67826033,67828033,1,EIF2S1
chr14,67981021,67983021,1,TMEM229B
chr14,68085578,68087578,2,ARG2
chr14,68140602,68142602,1,VTI1B
chr14,68161510,68163510,1,RDH11
chr14,68167602,68169602,1,RDH12
chr14,68285495,68287495,4,RAD51B
chr14,69618914,69620914,1,DCAF5
chr14,70040600,70042600,2,CCDC177
chr14,70263006,70265006,1,SLC10A1
chr14,70545934,70547934,2,SLC8A3
chr14,70825448,70827448,2,COX16
chr14,70917873,70919873,2,ADAM21
chr14,71000732,71002732,1,ADAM20
chr14,71107503,71109503,1,TTC9
chr14,72398754,72400754,1,RGS6
chr14,73359824,73361824,1,DPF3
chr14,73392039,73394039,1,DCAF4
chr14,73524220,73526220,2,RBM25
chr14,73602142,73604142,2,PSEN1
chr14,74002927,74004927,1,ACOT1
chr14,74024651,74026651,3,HEATR4
chr14,74110577,74112577,2,DNAL1
chr14,74252961,74254961,2,MIDEAS
chr14,74317533,74319533,2,PTGR2
chr14,74415954,74417954,3,COQ6
chr14,74416117,74418117,1,FAM161B
chr14,74550196,74552196,2,ALDH6A1
chr14,74550655,74552655,2,LIN52
chr14,74705174,74707174,1,VSX2
chr14,74768767,74770767,1,ABCD4
chr14,74814165,74816165,2,VRTN
chr14,74891805,74893805,1,SYNDIG1L
chr14,75078034,75080034,1,LTBP2
chr14,75178807,75180807,3,AREL1
chr14,75178849,75180849,3,FCF1
chr14,75178872,75180872,3,FCF1
chr14,75329537,75331537,2,PROX2
chr14,75347593,75349593,1,DLST
chr14,75421467,75423467,2,PGF
chr14,75468611,75470611,3,EIF2B2
chr14,75517235,75519235,1,MLH3
chr14,75529752,75531752,1,ACYP1
chr14,75535279,75537279,1,ZC2HC1C
chr14,75592783,75594783,1,NEK9
chr14,75744480,75746480,1,FOS
chr14,75894059,75896059,1,JDP2
chr14,76451095,76453095,2,IFT43
chr14,76617227,76619227,1,GPATCH2L
chr14,76836689,76838689,1,ESRRB
chr14,77278283,77280283,1,ANGEL1
chr14,77291724,77293724,2,LRRC74A
chr14,77494042,77496042,1,IRF2BPL
chr14,77607134,77609134,1,ZDHHC22
chr14,77736655,77738655,1,NGB
chr14,77922983,77924983,1,VIPAS39
chr14,77923219,77925219,2,AHSA1
chr14,77923372,77925372,1,AHSA1
chr14,77964210,77966210,1,ISM2
chr14,78082110,78084110,1,SPTLC2
chr14,78173356,78175356,1,ALKBH1
chr14,78173413,78175413,1,SLIRP
chr14,78226172,78228172,1,C14orf178
chr14,78226497,78228497,2,SNW1
chr14,78265425,78267425,3,ADCK1
chr14,80696397,80698397,3,DIO2
chr14,81404884,81406884,1,CEP128
chr14,81420868,81422868,3,TSHR
chr14,81892556,81894556,1,STON2
chr14,81999205,82001205,1,SEL1L
chr14,85998665,86000665,1,FLRT2
chr14,88458615,88460615,2,GALC
chr14,88470467,88472467,1,GPR65
chr14,88792256,88794256,1,KCNK10
chr14,88850987,88852987,2,SPATA7
chr14,89020123,89022123,1,PTPN21
chr14,89028252,89030252,2,ZC3H14
chr14,89258096,89260096,1,EML5
chr14,89289496,89291496,3,TTC8
chr14,89882454,89884454,1,FOXN3
chr14,90084494,90086494,3,FOXN3
chr14,90420121,90422121,1,EFCAB11
chr14,90421245,90423245,1,TDP1
chr14,90527108,90529108,1,KCNK13
chr14,90721893,90723893,3,PSMC1
chr14,90723282,90725282,2,PSMC1
chr14,90797481,90799481,1,NRDE2
chr14,91709852,91711852,1,GPR68
chr14,91975824,91977824,1,PPP4R3A
chr14,92197430,92199430,2,CATSPERB
chr14,92413046,92415046,1,FBLN5
chr14,92505403,92507403,2,TRIP11
chr14,92571965,92573965,3,ATXN3
chr14,92587153,92589153,1,NDUFB1
chr14,92587297,92589297,2,CPSF2
chr14,93041578,93043578,1,RIN3
chr14,93259575,93261575,1,GOLGA5
chr14,93672400,93674400,2,UBR7
chr14,93672459,93674459,2,GON7
chr14,93798438,93800438,4,BTBD7
chr14,93798564,93800564,4,UNC79
chr14,94384239,94386239,2,FAM181A
chr14,94442076,94444076,2,ASB2
chr14,94462641,94464641,1,CCDC197
chr14,94576078,94578078,2,IFI27
chr14,94594957,94596957,2,IFI27L2
chr14,94640797,94642797,1,PPP4R4
chr14,94758361,94760361,1,SERPINA10
chr14,94788688,94790688,2,SERPINA6
chr14,94832039,94834039,2,SERPINA2
chr14,94854153,94856153,1,SERPINA1
chr14,94918122,94920122,2,SERPINA11
chr14,94969559,94971559,1,SERPINA12
chr14,95026756,95028756,3,SERPINA4
chr14,95046705,95048705,4,SERPINA5
chr14,95077713,95079713,3,SERPINA3
chr14,95941173,95943173,3,SYNE3
chr14,96000322,96002322,1,GLRX5
chr14,96151753,96153753,1,TCL1B
chr14,96179533,96181533,4,TCL1A
chr14,96670134,96672134,2,BDKRB2
chr14,96828738,96830738,1,ATG2B
chr14,96828788,96830788,1,GSKIP
chr14,96830072,96832072,1,GSKIP
chr14,96857424,96859424,2,AK7
chr14,100110446,100112446,1,HHIPL1
chr14,100436811,100438811,1,EVL
chr14,100625012,100627012,1,DEGS2
chr14,100788673,100790673,1,SLC25A47
chr14,100841752,100843752,1,WDR25
chr14,100841812,100843812,1,WDR25
chr14,102275139,102277139,3,PPP2R5C
chr14,102429864,102431864,1,DYNC1H1
chr14,102605086,102607086,1,HSP90AA1
chr14,102605188,102607188,1,WDR20
chr14,102770537,102772537,2,MOK
chr14,102782713,102784713,3,ZNF839
chr14,102785087,102787087,1,ZNF839
chr14,103549546,103551546,1,LBHD2
chr14,103565480,103567480,1,EXOC3L4
chr14,103591663,103593663,1,TNFAIP2
chr14,104386903,104388903,1,ATP5MPL
chr14,104393816,104395816,1,TDRD9
chr14,104407645,104409645,3,RD3L
chr14,104551022,104553022,1,ASPG
chr14,105070097,105072097,1,TMEM179
chr14,105258938,105260938,1,AKT1
chr14,105261080,105263080,2,AKT1
chr14,105390152,105392152,2,PLD4
chr14,105435820,105437820,1,AHNAK2
chr14,105530887,105532887,1,GPR132
chr14,105646660,105648660,1,NUDT14
chr14,105779751,105781751,1,PACS2
chr14,105780914,105782914,1,BRF1
chr15,22367477,22369477,3,OR4M2
chr15,22381381,22383381,1,OR4N4
chr15,22832394,22834394,2,TUBGCP5
chr15,22891613,22893613,2,CYFIP1
chr15,22954754,22956754,1,CYFIP1
chr15,23085436,23087436,2,NIPA1
chr15,23085843,23087843,2,NIPA1
chr15,23691390,23693390,6,GOLGA6L2
chr15,23809453,23811453,2,MKRN3
chr15,23891993,23893993,1,MAGEL2
chr15,23931450,23933450,5,NDN
chr15,24919540,24921540,1,NPAP1
chr15,25100658,25102658,2,SNRPN
chr15,25199039,25201039,2,SNRPN
chr15,25199039,25201039,2,SNURF
chr15,26107349,26109349,1,ATP10A
chr15,27017223,27019223,2,GABRB3
chr15,27110865,27112865,2,GABRA5
chr15,27215428,27217428,6,GABRG3
chr15,28343458,28345458,2,OCA2
chr15,28566298,28568298,1,HERC2
chr15,28777117,28779117,1,GOLGA8G
chr15,28777117,28779117,1,GOLGA8F
chr15,29212839,29214839,5,APBA2
chr15,29561020,29563020,1,NSMCE3
chr15,29861927,29863927,1,FAM189A1
chr15,30113706,30115706,1,TJP1
chr15,30374157,30376157,1,GOLGA8J
chr15,30917350,30919350,2,ARHGAP11B
chr15,31195075,31197075,1,FAN1
chr15,31392929,31394929,2,TRPM1
chr15,31452476,31454476,2,TRPM1
chr15,32161875,32163875,1,OTUD7A
chr15,32321685,32323685,3,CHRNA7
chr15,33009204,33011204,1,GREM1
chr15,33359233,33361233,1,FMN1
chr15,34330303,34332303,1,AVEN
chr15,34393053,34395053,1,EMC7
chr15,34393273,34395273,1,PGBD4
chr15,34516197,34518197,2,EMC4
chr15,34628961,34630961,3,SLC12A6
chr15,34634362,34636362,3,NOP10
chr15,34634515,34636515,3,NUTM1
chr15,35045782,35047782,1,GJD2
chr15,35279497,35281497,1,ZNF770
chr15,35376609,35378609,1,NANOGP8
chr15,35837404,35839404,2,DPH6
chr15,36870803,36872803,2,C15orf41
chr15,37391341,37393341,1,MEIS2
chr15,38225807,38227807,2,TMCO5A
chr15,38544051,38546051,1,SPRED1
chr15,38745327,38747327,2,FAM98B
chr15,39872279,39874279,4,THBS1
chr15,40452209,40454209,1,BUB1B
chr15,40508628,40510628,5,BUB1B-PAK6
chr15,40544110,40546110,1,C15orf56
chr15,40544378,40546378,1,PAK6
chr15,40632168,40634168,1,CCDC9B
chr15,40696685,40698685,1,IVD
chr15,40856256,40858256,2,CCDC32
chr15,40885446,40887446,2,KNL1
chr15,41055284,41057284,1,GCHFR
chr15,41061158,41063158,2,C15orf62
chr15,41119907,41121907,1,PPP1R14D
chr15,41135245,41137245,1,SPINT1
chr15,41135642,41137642,1,SPINT1
chr15,41165487,41167487,1,RHOV
chr15,41407444,41409444,1,INO80
chr15,41521955,41523955,1,EXD1
chr15,41522436,41524436,1,CHP1
chr15,41623819,41625819,1,OIP5
chr15,41623891,41625891,1,NUSAP1
chr15,41693658,41695658,2,NDUFAF1
chr15,41805085,41807085,1,LTK
chr15,41835475,41837475,2,RPAP1
chr15,41951609,41953609,2,MGA
chr15,42065631,42067631,2,MAPKBP1
chr15,42119282,42121282,2,JMJD7
chr15,42119282,42121282,2,JMJD7-PLA2G4B
chr15,42130010,42132010,1,PLA2G4B
chr15,42185275,42187275,1,SPTBN5
chr15,42263755,42265755,1,EHD4
chr15,42341901,42343901,1,PLA2G4E
chr15,42385752,42387752,1,PLA2G4D
chr15,42447839,42449839,1,PLA2G4F
chr15,42499524,42501524,1,VPS39
chr15,42564782,42566782,1,TMEM87A
chr15,42564855,42566855,1,GANC
chr15,42565365,42567365,1,GANC
chr15,42786503,42788503,1,SNAP23
chr15,42866856,42868856,1,STARD9
chr15,43397286,43399286,1,UBR1
chr15,43424312,43426312,1,TMEM62
chr15,43476465,43478465,1,CCNDBP1
chr15,43558055,43560055,3,TGM5
chr15,43593453,43595453,2,TGM7
chr15,43662256,43664256,1,TUBGCP4
chr15,43784369,43786369,2,TP53BP1
chr15,43808805,43810805,1,MAP1A
chr15,43909998,43911998,2,STRC
chr15,44068502,44070502,2,ELL3
chr15,44083039,44085039,2,SERF2
chr15,44091295,44093295,1,SERINC4
chr15,44091618,44093618,2,HYPK
chr15,44115951,44117951,1,MFAP1
chr15,44485644,44487644,2,FRMD5
chr15,44486492,44488492,3,FRMD5
chr15,44579908,44581908,3,CASC4
chr15,44718578,44720578,1,CTDSPL2
chr15,44828265,44830265,1,EIF3J
chr15,45002684,45004684,2,B2M
chr15,45027559,45029559,1,TRIM69
chr15,45247899,45249899,1,TERB2
chr15,45405359,45407359,2,DUOX2
chr15,45405522,45407522,2,DUOXA2
chr15,45479165,45481165,1,SHF
chr15,45492373,45494373,2,SHF
chr15,45543427,45545427,1,SLC28A2
chr15,45669980,45671980,4,GATM
chr15,45721726,45723726,1,C15orf48
chr15,45814002,45816002,2,SLC30A4
chr15,45878320,45880320,1,BLOC1S6
chr15,45922345,45924345,4,SQOR
chr15,47475402,47477402,3,SEMA6D
chr15,48412168,48414168,10,SLC24A5
chr15,48469558,48471558,4,MYEF2
chr15,48482866,48484866,3,CTXN2
chr15,48497497,48499497,2,SLC12A1
chr15,48936985,48938985,2,FBN1
chr15,49102343,49104343,5,CEP152
chr15,49169289,49171289,2,EID1
chr15,49337760,49339760,1,SECISBP2L
chr15,49714374,49716374,1,FGF7
chr15,49912118,49914118,2,FAM227B
chr15,49912128,49914128,2,FAM227B
chr15,49912225,49914225,2,DTWD1
chr15,50410419,50412419,1,ATP8B4
chr15,50473392,50475392,2,SLC27A2
chr15,50837902,50839902,1,USP50
chr15,50978012,50980012,3,TRPM7
chr15,51056910,51058910,1,SPPL2A
chr15,51199868,51201868,1,AP4E1
chr15,51396473,51398473,1,TNFAIP8L3
chr15,51629795,51631795,4,CYP19A1
chr15,51668442,51670442,1,GLDN
chr15,51913967,51915967,3,DMXL2
chr15,51972549,51974549,2,SCG3
chr15,52042650,52044650,1,LYSMD2
chr15,52042757,52044757,1,TMOD2
chr15,52120824,52122824,1,TMOD3
chr15,52310410,52312410,1,MAPK6
chr15,52403972,52405972,1,BCL2L10
chr15,52471162,52473162,1,GNB5
chr15,52586995,52588995,1,MYO5C
chr15,52943247,52945247,3,FAM214A
chr15,53832300,53834300,1,WDR72
chr15,54050859,54052859,3,WDR72
chr15,54303844,54305844,2,UNC13C
chr15,55488231,55490231,1,RSL24D1
chr15,55561592,55563592,3,RAB27A
chr15,55610132,55612132,1,PIGB
chr15,55610392,55612392,1,PIGBOS1
chr15,55699574,55701574,2,CCPG1
chr15,55699708,55701708,2,CCPG1
chr15,55699722,55701722,2,C15orf65
chr15,55799432,55801432,2,DNAAF4
chr15,55880050,55882050,3,PYGO1
chr15,56208329,56210329,1,NEDD4
chr15,56534483,56536483,4,RFX7
chr15,56656621,56658621,1,TEX9
chr15,56756335,56758335,3,MNS1
chr15,57510627,57512627,2,TCF12
chr15,57883101,57885101,2,MYZAP
chr15,57883101,57885101,2,GCOM1
chr15,58357121,58359121,1,ALDH1A2
chr15,58429394,58431394,1,AQP9
chr15,59041177,59043177,1,ADAM10
chr15,59062390,59064390,2,MINDY2
chr15,59278864,59280864,2,RNF111
chr15,59396283,59398283,2,CCNB2
chr15,59498014,59500014,2,LDHAL6B
chr15,59664071,59666071,1,MYO1E
chr15,59729371,59731371,1,FAM81A
chr15,59902981,59904981,1,GCNT3
chr15,59980733,59982733,1,BNIP2
chr15,60689185,60691185,1,ANXA2
chr15,61520502,61522502,2,RORA
chr15,62351664,62353664,1,VPS13C
chr15,62358175,62360175,3,C2CD4A
chr15,62456482,62458482,1,C2CD4B
chr15,62938509,62940509,3,TLN2
chr15,63448741,63450741,4,RPS27L
chr15,63480727,63482727,1,RAB8B
chr15,63568748,63570748,1,APH1B
chr15,63673309,63675309,2,CA12
chr15,64125147,64127147,1,HERC1
chr15,64337521,64339521,2,DAPK2
chr15,64385207,64387207,1,CIAO2A
chr15,64387082,64389082,4,SNX1
chr15,64454354,64456354,3,PPIB
chr15,64679002,64681002,2,TRIP4
chr15,64679008,64681008,2,TRIP4
chr15,64790618,64792618,1,ZNF609
chr15,64994480,64996480,3,OAZ2
chr15,65280844,65282844,1,SPG21
chr15,65281284,65283284,1,SPG21
chr15,65336707,65338707,2,SLC51B
chr15,65476758,65478758,4,CLPX
chr15,65669378,65671378,1,IGDCC3
chr15,65809051,65811051,2,DPP8
chr15,65821826,65823826,1,HACD3
chr15,65913269,65915269,1,SLC24A1
chr15,65934242,65936242,1,SLC24A1
chr15,66083631,66085631,2,DENND4A
chr15,66160796,66162796,2,RAB11A
chr15,66545075,66547075,1,MEGF11
chr15,66648054,66650054,2,TIPIN
chr15,66678210,66680210,2,MAP2K1
chr15,66789153,66791153,2,SNAPC5
chr15,66796193,66798193,2,RPL4
chr15,66796420,66798420,2,ZWILCH
chr15,67417053,67419053,2,SMAD3
chr15,67546074,67548074,2,AAGAB
chr15,67546137,67548137,2,IQCH
chr15,67546536,67548536,1,AAGAB
chr15,67840341,67842341,1,MAP2K5
chr15,68345913,68347913,1,PIAS1
chr15,68723492,68725492,2,ITGA11
chr15,68907878,68909878,3,CORO2B
chr15,69112261,69114261,1,ANP32A
chr15,69306033,69308033,4,NOX5
chr15,69590293,69592293,1,PAQR5
chr15,69705584,69707584,2,KIF23
chr15,70389256,70391256,1,TLE3
chr15,71144797,71146797,1,LARP6
chr15,71145604,71147604,1,LARP6
chr15,71183772,71185772,1,THAP10
chr15,71183781,71185781,1,LRRC49
chr15,71432787,71434787,3,THSD4
chr15,72405598,72407598,1,SENP8
chr15,72489136,72491136,1,GRAMD2A
chr15,72563916,72565916,2,PARP6
chr15,72611287,72613287,1,CELF6
chr15,72611525,72613525,1,CELF6
chr15,72667814,72669814,1,HEXA
chr15,72765666,72767666,1,ARIH1
chr15,72977490,72979490,1,HIGD2B
chr15,73734498,73736498,5,REC114
chr15,73975621,73977621,1,CD276
chr15,74164926,74166926,1,TBC1D21
chr15,74217798,74219798,1,LOXL1
chr15,74283689,74285689,3,STOML1
chr15,74286013,74288013,1,PML
chr15,74465086,74467086,2,ISLR
chr15,74725300,74727300,2,SEMA7A
chr15,74832517,74834517,1,ARID3B
chr15,74906334,74908334,2,CLK3
chr15,74987394,74989394,1,EDC3
chr15,75040183,75042183,3,CYP1A2
chr15,75117950,75119950,2,CPLX3
chr15,75164720,75166720,1,SCAMP2
chr15,75198235,75200235,1,FAM219B
chr15,75248775,75250775,1,RPP25
chr15,75286875,75288875,1,SCAMP5
chr15,75314895,75316895,2,PPCDC
chr15,75493220,75495220,2,C15orf39
chr15,75659968,75661968,1,MAN2C1
chr15,75917446,75919446,1,SNUPN
chr15,75931664,75933664,1,IMP3
chr15,75940347,75942347,2,SNX33
chr15,76015318,76017318,1,ODF3L1
chr15,76134626,76136626,1,UBE2Q2
chr15,76303785,76305785,4,NRG4
chr15,76351298,76353298,2,TMEM266
chr15,76602810,76604810,1,ETFA
chr15,76628064,76630064,1,ISL2
chr15,77196798,77198798,2,SCAPER
chr15,77286425,77288425,3,PSTPIP1
chr15,77362570,77364570,3,TSPAN3
chr15,77923869,77925869,1,LINGO1
chr15,78112242,78114242,1,LINGO1
chr15,78368994,78370994,2,TBC1D2B
chr15,78383926,78385926,1,SH2D7
chr15,78440718,78442718,1,IDH3A
chr15,78526049,78528049,2,ACSBG1
chr15,78591068,78593068,4,WDR61
chr15,78798905,78800905,4,HYKK
chr15,78856861,78858861,2,CHRNA5
chr15,79382215,79384215,2,RASGRF1
chr15,79574145,79576145,1,ANKRD34C
chr15,79723857,79725857,1,MINAR1
chr15,80188627,80190627,1,MTHFS
chr15,80214448,80216448,1,ST20-MTHFS
chr15,80262643,80264643,2,BCL2A1
chr15,80543603,80545603,1,CTXND1
chr15,80695691,80697691,1,ARNT2
chr15,81070683,81072683,1,CEMIP
chr15,81281219,81283219,1,MESD
chr15,81425587,81427587,1,CFAP161
