chromosome,start,end,enhancer,count,length,s_entropy
chr12,4770172,4770413,chr12:4770172-4770413,1,242,9.152443492778922
chr12,5198025,5198415,chr12:5198025-5198415,1,391,9.309047647997499
chr12,6013764,6014121,chr12:6013764-6014121,1,358,9.543731768584447
chr12,6276820,6277298,chr12:6276820-6277298,1,479,9.77701535392552
chr12,6291358,6291755,chr12:6291358-6291755,1,398,9.030604264647668
chr12,6335136,6335793,chr12:6335136-6335793,1,658,10.018478173941698
chr12,6389072,6389528,chr12:6389072-6389528,1,457,9.964606668648667
chr12,6445143,6445640,chr12:6445143-6445640,1,498,9.961639490625043
chr12,6454526,6454970,chr12:6454526-6454970,1,445,9.783283583181635
chr12,6537554,6537731,chr12:6537554-6537731,1,178,8.303885470394933
chr12,6663248,6663743,chr12:6663248-6663743,1,496,9.624858936363074
chr12,6901890,6902092,chr12:6901890-6902092,1,203,8.53244965797059
chr12,7736832,7737158,chr12:7736832-7737158,1,327,9.238693953990458
chr12,8725184,8725464,chr12:8725184-8725464,1,281,9.126587740769159
chr12,9236028,9236753,chr12:9236028-9236753,2,726,10.727043567819806
chr12,9308932,9309318,chr12:9308932-9309318,1,387,9.690034816175999
chr12,9910959,9911930,chr12:9910959-9911930,1,972,10.515170777906414
chr12,9915681,9915930,chr12:9915681-9915930,1,250,8.90017685818605
chr12,9917181,9917686,chr12:9917181-9917686,1,506,9.920633699914786
chr12,9926148,9926473,chr12:9926148-9926473,1,326,9.522384379666768
chr12,9966772,9967089,chr12:9966772-9967089,1,318,8.934679042281351
chr12,10116971,10117241,chr12:10116971-10117241,1,271,9.228459176879625
chr12,10125966,10127012,chr12:10125966-10127012,1,1047,11.103979317074456
chr12,11911642,11913422,chr12:11911642-11913422,1,1781,11.65036096792321
chr12,11915588,11916131,chr12:11915588-11916131,1,544,10.061628142282963
chr12,11975144,11975300,chr12:11975144-11975300,1,157,8.36159602684216
chr12,12016846,12017194,chr12:12016846-12017194,1,349,9.601968128615795
chr12,12030986,12031138,chr12:12030986-12031138,1,153,8.390040451563785
chr12,12163052,12163554,chr12:12163052-12163554,1,503,9.659449221553581
chr12,12883612,12883681,chr12:12883612-12883681,1,70,7.13151310902687
chr12,13251588,13252400,chr12:13251588-13252400,1,813,10.710109032285981
chr12,13403402,13403764,chr12:13403402-13403764,1,363,9.798170871582068
chr12,14410616,14411017,chr12:14410616-14411017,1,402,9.531847787251037
chr12,15111199,15111865,chr12:15111199-15111865,1,667,10.197219069633666
chr12,15129630,15129903,chr12:15129630-15129903,1,274,9.058766091711203
chr12,15899366,15899730,chr12:15899366-15899730,1,365,9.719676075889696
chr12,16779980,16780173,chr12:16779980-16780173,1,194,8.916410401759773
chr12,20039612,20040013,chr12:20039612-20040013,1,402,9.359901758330375
chr12,20780077,20780376,chr12:20780077-20780376,1,300,9.28462480493714
chr12,22435194,22435461,chr12:22435194-22435461,1,268,8.876162729724017
chr12,23324864,23325062,chr12:23324864-23325062,1,199,8.71885690765163
chr12,23770675,23770997,chr12:23770675-23770997,1,323,9.189027988778452
chr12,24814586,24815271,chr12:24814586-24815271,1,686,10.431273836854366
chr12,24861897,24862673,chr12:24861897-24862673,2,777,10.772741073294373
chr12,24871584,24871922,chr12:24871584-24871922,1,339,9.540729972688604
chr12,24877716,24878227,chr12:24877716-24878227,1,512,9.774379551462369
chr12,24903057,24903444,chr12:24903057-24903444,1,388,9.756443657836869
chr12,24952536,24952732,chr12:24952536-24952732,1,197,8.916519524733452
chr12,24992180,24992695,chr12:24992180-24992695,1,516,9.702099874771012
chr12,25099512,25100288,chr12:25099512-25100288,1,777,10.27160407722471
chr12,25104673,25105123,chr12:25104673-25105123,1,451,9.509250606183494
chr12,26624362,26624835,chr12:26624362-26624835,1,474,10.235970481612439
chr12,27593588,27593602,chr12:27593588-27593602,1,15,4.193943834364433
chr12,27613510,27613909,chr12:27613510-27613909,1,400,9.489781675462087
chr12,28186002,28186387,chr12:28186002-28186387,1,386,9.962702438416464
chr12,29312653,29312987,chr12:29312653-29312987,1,335,9.426515280850316
chr12,29844514,29844723,chr12:29844514-29844723,1,210,8.657841254148718
chr12,29859887,29860252,chr12:29859887-29860252,1,366,9.364775186473528
chr12,31126084,31126427,chr12:31126084-31126427,1,344,9.03642223156985
chr12,31754010,31754391,chr12:31754010-31754391,1,382,8.903024696585163
chr12,31902136,31902566,chr12:31902136-31902566,1,431,9.726251532368263
chr12,32012588,32013002,chr12:32012588-32013002,1,415,9.387689172154818
chr12,32543557,32543792,chr12:32543557-32543792,1,236,8.457561889807957
chr12,40596989,40597248,chr12:40596989-40597248,1,260,8.34066954697297
chr12,41706432,41706786,chr12:41706432-41706786,2,355,9.31170038701092
chr12,43159561,43159769,chr12:43159561-43159769,1,209,8.816992184593085
chr12,45799443,45799701,chr12:45799443-45799701,1,259,8.752407863859442
chr12,46272544,46272693,chr12:46272544-46272693,1,150,7.833498964468277
chr12,46380247,46380714,chr12:46380247-46380714,1,468,10.005609426278927
chr12,46636369,46636708,chr12:46636369-46636708,1,340,9.415815056067892
chr12,46786554,46786766,chr12:46786554-46786766,1,213,8.72362146111463
chr12,46943558,46944140,chr12:46943558-46944140,1,583,10.050110735032996
chr12,46956686,46956942,chr12:46956686-46956942,1,257,8.88736606741889
chr12,47482441,47482676,chr12:47482441-47482676,1,236,8.619644286977252
chr12,47612205,47612473,chr12:47612205-47612473,1,269,8.9212988827034
chr12,47702305,47702647,chr12:47702305-47702647,1,343,9.761789843250055
chr12,47749691,47750629,chr12:47749691-47750629,1,939,10.960921626522326
chr12,47785348,47785702,chr12:47785348-47785702,1,355,9.241704565556306
chr12,47787801,47788194,chr12:47787801-47788194,1,394,9.618488886908398
chr12,48195468,48195540,chr12:48195468-48195540,1,73,7.578197182031586
chr12,48277511,48277819,chr12:48277511-48277819,1,309,9.319377164972824
chr12,48282882,48283045,chr12:48282882-48283045,1,164,8.308269627145352
chr12,49277442,49277626,chr12:49277442-49277626,1,185,8.568361526231907
chr12,49628278,49628526,chr12:49628278-49628526,1,249,8.106827596701056
chr12,49801773,49801917,chr12:49801773-49801917,1,145,8.193799800040166
chr12,50019907,50020190,chr12:50019907-50020190,1,284,9.281383001852591
chr12,50067341,50067888,chr12:50067341-50067888,1,548,9.849394110582784
chr12,51180627,51180997,chr12:51180627-51180997,1,371,9.739799162126735
chr12,51720540,51720949,chr12:51720540-51720949,1,410,9.842787940352494
chr12,51765347,51765619,chr12:51765347-51765619,1,273,9.164388241794262
chr12,52278286,52278855,chr12:52278286-52278855,1,570,9.975326929166078
chr12,52291135,52291309,chr12:52291135-52291309,1,175,8.107744944429433
chr12,52588987,52589174,chr12:52588987-52589174,1,188,8.224518781027546
chr12,52592399,52592846,chr12:52592399-52592846,1,448,9.981666616852266
chr12,53264136,53264576,chr12:53264136-53264576,1,441,9.61582661676009
chr12,53312254,53312405,chr12:53312254-53312405,1,152,7.69615252680766
chr12,53445016,53445392,chr12:53445016-53445392,1,377,9.552503944172933
chr12,53611077,53612140,chr12:53611077-53612140,1,1064,10.83711782675557
chr12,54133160,54133497,chr12:54133160-54133497,1,338,9.022360253909852
chr12,54228175,54228372,chr12:54228175-54228372,1,198,8.775702106499645
chr12,54411861,54412590,chr12:54411861-54412590,1,730,9.885682560003517
chr12,54817026,54817278,chr12:54817026-54817278,1,253,9.031296323773121
chr12,55385213,55385361,chr12:55385213-55385361,1,149,8.571560129653365
chr12,56132069,56132385,chr12:56132069-56132385,1,317,9.21576485290727
chr12,56752579,56752932,chr12:56752579-56752932,1,354,9.822361095944833
chr12,57073427,57073817,chr12:57073427-57073817,1,391,9.374509509994743
chr12,57079143,57079532,chr12:57079143-57079532,1,390,8.93662079025686
chr12,57512672,57512926,chr12:57512672-57512926,1,255,9.238861782173164
chr12,58259163,58259391,chr12:58259163-58259391,1,229,8.104265978779074
chr12,58262646,58262949,chr12:58262646-58262949,1,304,8.7896209465204
chr12,58281637,58282038,chr12:58281637-58282038,1,402,9.565316114041076
chr12,59460921,59461120,chr12:59460921-59461120,1,200,8.760473341349556
chr12,60014088,60014384,chr12:60014088-60014384,1,297,9.30448585897784
chr12,60910023,60910313,chr12:60910023-60910313,1,291,9.53569284750258
chr12,62608712,62608913,chr12:62608712-62608913,1,202,9.008716831817548
chr12,62609319,62609899,chr12:62609319-62609899,3,581,10.017560620836118
chr12,62650628,62651393,chr12:62650628-62651393,1,766,10.562014732566169
chr12,63096065,63096306,chr12:63096065-63096306,1,242,8.861562962649984
chr12,63124974,63125146,chr12:63124974-63125146,1,173,8.521468214535293
chr12,63177678,63177947,chr12:63177678-63177947,1,270,9.175787776175078
chr12,63179567,63180349,chr12:63179567-63180349,1,783,10.550136305994751
chr12,65176068,65176517,chr12:65176068-65176517,1,450,9.836414710192726
chr12,65926688,65927190,chr12:65926688-65927190,1,503,10.049231203963828
chr12,66027921,66028196,chr12:66027921-66028196,1,276,9.094808274234651
chr12,66034360,66034755,chr12:66034360-66034755,1,396,9.605724300127662
chr12,66048868,66049228,chr12:66048868-66049228,1,361,9.204894042465192
chr12,66628292,66629290,chr12:66628292-66629290,1,999,10.237714977442849
chr12,66662420,66662780,chr12:66662420-66662780,1,361,9.566372120216654
chr12,68385084,68385454,chr12:68385084-68385454,1,371,9.56567264613593
chr12,68876486,68876822,chr12:68876486-68876822,1,337,9.579304666817789
chr12,68894598,68894866,chr12:68894598-68894866,1,269,8.953275209056798
chr12,69070582,69070990,chr12:69070582-69070990,1,409,9.55877177652818
chr12,69313266,69313951,chr12:69313266-69313951,1,686,10.295517746875722
chr12,71039604,71039990,chr12:71039604-71039990,1,387,9.442241482254687
chr12,73639499,73639785,chr12:73639499-73639785,1,287,9.406849708870856
chr12,75872211,75872563,chr12:75872211-75872563,1,353,9.41565771118796
chr12,76206207,76206725,chr12:76206207-76206725,1,519,9.817643785823774
chr12,76214541,76214932,chr12:76214541-76214932,1,392,9.36478997357395
chr12,76338350,76338647,chr12:76338350-76338647,1,298,9.468227579636814
chr12,76405800,76405899,chr12:76405800-76405899,1,100,7.757651094709949
chr12,77251083,77251471,chr12:77251083-77251471,1,389,9.43798740101408
chr12,77377580,77377874,chr12:77377580-77377874,5,295,9.093854426259032
chr12,77425555,77425931,chr12:77425555-77425931,1,377,9.534077412205436
chr12,77426192,77426447,chr12:77426192-77426447,1,256,9.105638318549948
chr12,78884242,78884463,chr12:78884242-78884463,1,222,8.631565646340302
chr12,79324302,79324765,chr12:79324302-79324765,1,464,9.995078279053473
chr12,79325321,79325633,chr12:79325321-79325633,1,313,9.511823592166818
chr12,79804284,79804517,chr12:79804284-79804517,1,234,8.718417621907989
chr12,79848111,79848561,chr12:79848111-79848561,1,451,9.920274873598562
chr12,80137623,80137948,chr12:80137623-80137948,1,326,9.391128730439565
chr12,81699995,81700341,chr12:81699995-81700341,1,347,9.531855666922203
chr12,82073563,82073755,chr12:82073563-82073755,1,193,8.6700309709479
chr12,82096188,82096421,chr12:82096188-82096421,2,234,8.97148543527517
chr12,83177526,83177865,chr12:83177526-83177865,1,340,9.74538930942696
chr12,84902694,84902984,chr12:84902694-84902984,1,291,9.418784956085236
chr12,85344886,85345065,chr12:85344886-85345065,1,180,8.677801042014845
chr12,86488031,86488389,chr12:86488031-86488389,1,359,9.554624270574086
chr12,90125293,90125953,chr12:90125293-90125953,1,661,10.523194428472694
chr12,90257323,90257921,chr12:90257323-90257921,1,599,10.118568162898535
chr12,90484866,90485476,chr12:90484866-90485476,1,611,10.356130614704718
chr12,91619121,91619386,chr12:91619121-91619386,1,266,9.146060751751255
chr12,92271670,92272050,chr12:92271670-92272050,1,381,9.722685883031666
chr12,92402520,92402848,chr12:92402520-92402848,1,329,9.044328041023766
chr12,92471870,92472505,chr12:92471870-92472505,1,636,10.460532523418662
chr12,92858698,92859028,chr12:92858698-92859028,1,331,9.443485001286149
chr12,92897281,92898057,chr12:92897281-92898057,1,777,10.566569911680975
chr12,92914414,92914543,chr12:92914414-92914543,1,130,8.352729373281658
chr12,92935399,92935847,chr12:92935399-92935847,1,449,9.986457480871941
chr12,92947125,92947543,chr12:92947125-92947543,1,419,9.412506973335242
chr12,93277124,93277496,chr12:93277124-93277496,1,373,9.42539386339247
chr12,93827795,93828172,chr12:93827795-93828172,1,378,8.983175719917378
chr12,94170549,94170892,chr12:94170549-94170892,1,344,9.470768453894483
chr12,94539021,94539385,chr12:94539021-94539385,1,365,9.381911075964066
chr12,94545578,94545950,chr12:94545578-94545950,1,373,9.431099010535222
chr12,94580840,94581238,chr12:94580840-94581238,1,399,9.277386316049407
chr12,94598751,94598891,chr12:94598751-94598891,1,141,8.479847551004907
chr12,94638601,94638893,chr12:94638601-94638893,1,293,9.239844131426935
chr12,95093724,95093947,chr12:95093724-95093947,1,224,9.038959555246791
chr12,95609786,95609977,chr12:95609786-95609977,1,192,8.691647049579023
chr12,95840387,95840581,chr12:95840387-95840581,1,195,7.843970818312349
chr12,96502190,96502534,chr12:96502190-96502534,1,345,9.075639355045567
chr12,98833710,98834204,chr12:98833710-98834204,1,495,9.87660429096995
chr12,102253465,102253916,chr12:102253465-102253916,1,452,10.143787702117653
chr12,104301376,104301628,chr12:104301376-104301628,1,253,9.067595730615572
chr12,104791559,104791875,chr12:104791559-104791875,1,317,8.784420673715697
chr12,104872178,104872670,chr12:104872178-104872670,1,493,9.905101372843351
chr12,104963305,104963849,chr12:104963305-104963849,1,545,10.074339498659024
chr12,105061987,105062372,chr12:105061987-105062372,1,386,9.388943545185326
chr12,105089120,105089756,chr12:105089120-105089756,1,637,10.049515949981066
chr12,105365212,105365428,chr12:105365212-105365428,1,217,8.539358660153775
chr12,106663801,106663878,chr12:106663801-106663878,1,78,7.3668669042119594
chr12,106673820,106674177,chr12:106673820-106674177,1,358,9.42335987007709
chr12,107780760,107781041,chr12:107780760-107781041,1,282,8.748017208342482
chr12,108054666,108054768,chr12:108054666-108054768,1,103,7.456544409200732
chr12,108238186,108238361,chr12:108238186-108238361,1,176,7.6240003311409135
chr12,108313032,108313345,chr12:108313032-108313345,1,314,9.202310369490974
chr12,108699402,108699607,chr12:108699402-108699607,1,206,8.242650120503525
chr12,109023569,109024011,chr12:109023569-109024011,1,443,9.431384891905168
chr12,109116964,109117579,chr12:109116964-109117579,1,616,10.296759818382208
chr12,109227089,109227462,chr12:109227089-109227462,1,374,9.228072636450419
chr12,109297152,109297589,chr12:109297152-109297589,2,438,9.320997820469891
chr12,111473237,111473713,chr12:111473237-111473713,1,477,9.13181965589915
chr12,111847615,111848064,chr12:111847615-111848064,1,450,9.668311480904402
chr12,111866764,111867021,chr12:111866764-111867021,1,258,8.192208807093952
chr12,112759768,112760224,chr12:112759768-112760224,1,457,9.842722190707457
chr12,113037686,113038081,chr12:113037686-113038081,1,396,9.743261321249506
chr12,113507894,113508421,chr12:113507894-113508421,1,528,9.87360273132605
chr12,114815176,114815404,chr12:114815176-114815404,1,229,9.125740259368554
chr12,115103963,115104215,chr12:115103963-115104215,1,253,8.164530173631068
chr12,115123635,115123908,chr12:115123635-115123908,1,274,8.465424980821583
chr12,115808339,115808663,chr12:115808339-115808663,2,325,9.333389188038488
chr12,116570796,116571229,chr12:116570796-116571229,1,434,10.038830202872118
chr12,116701070,116701373,chr12:116701070-116701373,1,304,9.433270945504068
chr12,116776120,116776308,chr12:116776120-116776308,1,189,8.508430547052143
chr12,116946088,116946451,chr12:116946088-116946451,1,364,8.67363756510075
chr12,116951744,116951929,chr12:116951744-116951929,1,186,8.41286951593629
chr12,118278853,118278970,chr12:118278853-118278970,1,118,7.657970548043302
chr12,118784975,118784984,chr12:118784975-118784984,1,10,4.81096887001355
chr12,118795182,118795561,chr12:118795182-118795561,1,380,9.413912897122282
chr12,121471797,121472025,chr12:121471797-121472025,1,229,9.013962377658826
chr12,121995551,121996008,chr12:121995551-121996008,3,458,9.768347979582185
chr12,122124782,122125118,chr12:122124782-122125118,1,337,8.530223676004574
chr12,122443553,122443819,chr12:122443553-122443819,1,267,8.615033840313899
chr12,122952702,122952803,chr12:122952702-122952803,1,102,7.493447112747078
chr12,123619465,123619743,chr12:123619465-123619743,1,279,8.908741510870842
chr12,123926134,123926514,chr12:123926134-123926514,1,381,9.265658971854322
chr12,124907545,124908050,chr12:124907545-124908050,1,506,9.486249747674005
chr12,124937911,124938596,chr12:124937911-124938596,1,686,10.014370574300306
chr12,124939391,124939634,chr12:124939391-124939634,1,244,8.338463397281199
chr12,125030186,125030255,chr12:125030186-125030255,1,70,6.728827186619273
chr12,125077156,125077714,chr12:125077156-125077714,1,559,9.719332353209893
chr12,125158922,125159066,chr12:125158922-125159066,2,145,7.606371115719255
chr12,125171572,125171968,chr12:125171572-125171968,1,397,9.470462340682092
chr12,125197556,125198099,chr12:125197556-125198099,2,544,9.632386353246849
chr12,125218943,125219209,chr12:125218943-125219209,1,267,8.455260405672028
chr12,125225235,125225448,chr12:125225235-125225448,1,214,8.649525279745486
chr12,125405622,125405939,chr12:125405622-125405939,1,318,9.116493589003007
chr12,125423202,125423335,chr12:125423202-125423335,1,134,7.531725649063254
chr12,125577703,125578001,chr12:125577703-125578001,1,299,8.973263808922528
chr12,127610420,127610860,chr12:127610420-127610860,1,441,9.931797270676704
chr12,127715364,127715787,chr12:127715364-127715787,2,424,9.500019872414676
chr12,129054843,129055190,chr12:129054843-129055190,1,348,9.050738778842149
chr12,130013972,130014167,chr12:130013972-130014167,1,196,8.956520019755207
chr12,130570123,130570399,chr12:130570123-130570399,1,277,8.750026908191291
chr12,130923831,130924224,chr12:130923831-130924224,2,394,9.192080360140551
chr12,131135835,131135937,chr12:131135835-131135937,1,103,7.045651246630196
chr12,131513179,131513358,chr12:131513179-131513358,1,180,7.710642363183812
chr12,131577676,131578034,chr12:131577676-131578034,1,359,9.17811746982617
chr12,132014283,132014643,chr12:132014283-132014643,1,361,9.135752759190442
chr12,132647278,132647407,chr12:132647278-132647407,1,130,7.871632987472419
chr12,132970628,132971029,chr12:132970628-132971029,1,402,8.221306313285476
chr12,133021534,133022956,chr12:133021534-133022956,1,1423,10.503221646618936
chr12,133058289,133058810,chr12:133058289-133058810,2,522,9.675346894632101
chr12,133081785,133082122,chr12:133081785-133082122,1,338,8.857377822766283
chr12,133106394,133106977,chr12:133106394-133106977,1,584,9.535615726027775
chr12,133178906,133179327,chr12:133178906-133179327,2,422,9.213448388664254
chr13,19858945,19859077,chr13:19858945-19859077,1,133,8.417811405362514
chr13,20744892,20745400,chr13:20744892-20745400,1,509,9.688289067580888
chr13,21045226,21045414,chr13:21045226-21045414,1,189,7.943133027482874
chr13,21127500,21127725,chr13:21127500-21127725,1,226,8.764912284315777
chr13,21398890,21399124,chr13:21398890-21399124,1,235,8.759161647025294
chr13,21649033,21649391,chr13:21649033-21649391,1,359,9.119784544371143
chr13,22636222,22636574,chr13:22636222-22636574,1,353,9.321827355474031
chr13,23458655,23458830,chr13:23458655-23458830,1,176,8.129432262496657
chr13,23735133,23735494,chr13:23735133-23735494,2,362,9.129129409271433
chr13,24528296,24528692,chr13:24528296-24528692,1,397,9.274392106363633
chr13,24839245,24839460,chr13:24839245-24839460,2,216,8.566518429340569
chr13,26118734,26119070,chr13:26118734-26119070,1,337,9.232147369101419
chr13,27914842,27915161,chr13:27914842-27915161,2,320,8.480381284440702
chr13,28725313,28725682,chr13:28725313-28725682,1,370,9.523655790454354
chr13,29045646,29045856,chr13:29045646-29045856,1,211,8.598879346560732
chr13,29098028,29098422,chr13:29098028-29098422,1,395,9.3229161417677
chr13,29148222,29148380,chr13:29148222-29148380,1,159,8.45914842336775
chr13,30722241,30722391,chr13:30722241-30722391,1,151,8.214125639664253
chr13,31288828,31289420,chr13:31288828-31289420,2,593,10.103811759702861
chr13,31320210,31320678,chr13:31320210-31320678,1,469,9.761282288498755
chr13,31370248,31370547,chr13:31370248-31370547,2,300,9.236250221225482
chr13,31585731,31585921,chr13:31585731-31585921,1,191,8.93196122289215
chr13,31783730,31783901,chr13:31783730-31783901,1,172,8.62931698471093
chr13,32699240,32700118,chr13:32699240-32700118,1,879,10.792059980480659
chr13,32780608,32781010,chr13:32780608-32781010,1,403,9.920089768453614
chr13,33781660,33782051,chr13:33781660-33782051,1,392,9.499537664450436
chr13,34092626,34092780,chr13:34092626-34092780,1,155,8.394455651333509
chr13,34116442,34117241,chr13:34116442-34117241,1,800,9.789543260529317
chr13,34253090,34253722,chr13:34253090-34253722,2,633,10.253418799059741
chr13,34296005,34296236,chr13:34296005-34296236,1,232,9.18522027362127
chr13,36630888,36631287,chr13:36630888-36631287,2,400,9.50537399207576
chr13,36992146,36992544,chr13:36992146-36992544,1,399,9.628848145878763
chr13,37611695,37611945,chr13:37611695-37611945,1,251,9.312720569942412
chr13,37662865,37663076,chr13:37662865-37663076,1,212,8.940355871816301
chr13,37862321,37862481,chr13:37862321-37862481,1,161,8.461289334552603
chr13,38275506,38275878,chr13:38275506-38275878,2,373,9.459142248417182
chr13,40761399,40761794,chr13:40761399-40761794,1,396,9.311591701026957
chr13,40811033,40811154,chr13:40811033-40811154,1,122,7.688448019977127
chr13,41051870,41052082,chr13:41051870-41052082,1,213,8.481496111777078
chr13,41696937,41697322,chr13:41696937-41697322,1,386,9.797857672675057
chr13,42066566,42066810,chr13:42066566-42066810,1,245,9.277274040850015
chr13,42066974,42067300,chr13:42066974-42067300,1,327,9.322955735099777
chr13,43123702,43124102,chr13:43123702-43124102,1,401,9.62755797653193
chr13,43938999,43939258,chr13:43938999-43939258,2,260,9.1543614960269
chr13,44542732,44543742,chr13:44542732-44543742,2,1011,10.371488764195181
chr13,44818555,44818615,chr13:44818555-44818615,1,61,6.469888123607867
chr13,44884974,44885381,chr13:44884974-44885381,1,408,9.750732201030555
chr13,46169466,46169745,chr13:46169466-46169745,1,280,9.395518932991767
chr13,46745335,46745646,chr13:46745335-46745646,2,312,9.373987795226741
chr13,46913143,46913601,chr13:46913143-46913601,1,459,9.6110535853541
chr13,48323808,48324175,chr13:48323808-48324175,1,368,9.556841265370696
chr13,49123931,49124043,chr13:49123931-49124043,1,113,7.715752224296523
chr13,49130835,49131251,chr13:49130835-49131251,1,417,9.66627086274882
chr13,50094191,50094472,chr13:50094191-50094472,1,282,8.768102119182167
chr13,51200392,51200766,chr13:51200392-51200766,1,375,9.785771082056165
chr13,55515473,55515560,chr13:55515473-55515560,1,88,7.046226890395383
chr13,61913756,61914115,chr13:61913756-61914115,1,360,9.406897506700084
chr13,63021628,63021960,chr13:63021628-63021960,1,333,9.159229488351452
chr13,64563606,64563820,chr13:64563606-64563820,1,215,8.590674271223104
chr13,64652316,64652644,chr13:64652316-64652644,1,329,9.300285292500389
chr13,67146891,67147210,chr13:67146891-67147210,1,320,9.311981986037127
chr13,67151392,67151489,chr13:67151392-67151489,1,98,7.953612774385314
chr13,67240182,67240351,chr13:67240182-67240351,1,170,8.225210189478576
chr13,67722025,67722418,chr13:67722025-67722418,1,394,9.58826351775359
chr13,67730122,67730387,chr13:67730122-67730387,2,266,8.79450738983206
chr13,70561834,70562171,chr13:70561834-70562171,2,338,9.534182853859106
chr13,76279599,76280073,chr13:76279599-76280073,1,475,10.086364682618754
chr13,76710919,76711181,chr13:76710919-76711181,1,263,9.07361891781101
chr13,77304352,77304607,chr13:77304352-77304607,1,256,8.836662123220533
chr13,77453598,77454010,chr13:77453598-77454010,1,413,9.655165297091493
chr13,77513352,77513756,chr13:77513352-77513756,1,405,9.709404218270114
chr13,78158324,78158538,chr13:78158324-78158538,1,215,8.53512925616451
chr13,78433616,78433842,chr13:78433616-78433842,2,227,8.32017843894124
chr13,78571947,78572062,chr13:78571947-78572062,2,116,7.71257556113756
chr13,80614628,80615478,chr13:80614628-80615478,1,851,10.776988282979424
chr13,83340689,83340869,chr13:83340689-83340869,2,181,8.492068363143593
chr13,84073542,84073878,chr13:84073542-84073878,1,337,9.498906883702563
chr13,87444403,87444606,chr13:87444403-87444606,1,204,7.846509450231726
chr13,89080505,89080840,chr13:89080505-89080840,1,336,9.605848514499492
chr13,90056350,90056741,chr13:90056350-90056741,1,392,9.730750739239886
chr13,90167002,90167321,chr13:90167002-90167321,1,320,9.514493904479945
chr13,90568619,90568996,chr13:90568619-90568996,1,378,9.814841628114342
chr13,93803477,93803844,chr13:93803477-93803844,1,368,9.710329889126687
chr13,94785518,94785984,chr13:94785518-94785984,2,467,10.128959987494756
chr13,94976563,94976881,chr13:94976563-94976881,1,319,9.361983216223445
chr13,97143722,97143959,chr13:97143722-97143959,1,238,9.060550646179674
chr13,98227529,98227697,chr13:98227529-98227697,1,169,8.475311498594497
chr13,99223213,99223429,chr13:99223213-99223429,1,217,8.334055840761785
chr13,99624428,99624654,chr13:99624428-99624654,1,227,9.049238406044713
chr13,99628165,99628894,chr13:99628165-99628894,1,730,10.729539790866797
chr13,99880215,99880463,chr13:99880215-99880463,1,249,8.969995885049977
chr13,99962652,99963115,chr13:99962652-99963115,1,464,9.9540396985518
chr13,100026921,100028247,chr13:100026921-100028247,1,1327,11.174859997879935
chr13,100086366,100087191,chr13:100086366-100087191,1,826,10.272628746725934
chr13,100611152,100611355,chr13:100611152-100611355,1,204,7.959545835272561
chr13,100644149,100644384,chr13:100644149-100644384,1,236,8.2106206489136
chr13,102565701,102565995,chr13:102565701-102565995,1,295,9.55617658515807
chr13,103557671,103557972,chr13:103557671-103557972,2,302,9.106122001418699
chr13,106186690,106186986,chr13:106186690-106186986,1,297,9.394405258601113
chr13,107182699,107183083,chr13:107182699-107183083,1,385,9.316050316212921
chr13,107222796,107223196,chr13:107222796-107223196,1,401,8.175162216724752
chr13,107569449,107569874,chr13:107569449-107569874,1,426,9.010824975311987
chr13,109576446,109576812,chr13:109576446-109576812,1,367,9.430867877534483
chr13,109807507,109807975,chr13:109807507-109807975,2,469,9.629528809347113
chr13,109808669,109809037,chr13:109808669-109809037,1,369,9.538964665151411
chr13,109921804,109922211,chr13:109921804-109922211,5,408,9.728289379207848
chr13,110147333,110147690,chr13:110147333-110147690,2,358,9.124096618425662
chr13,110306752,110306910,chr13:110306752-110306910,1,159,7.840652712421637
chr13,110522374,110522680,chr13:110522374-110522680,1,307,8.839649045186219
chr13,110806854,110807322,chr13:110806854-110807322,1,469,9.096434486558676
chr13,110902548,110902879,chr13:110902548-110902879,1,332,9.408146219932828
chr13,110917837,110918263,chr13:110917837-110918263,2,427,9.242524309837377
chr13,111039905,111040155,chr13:111039905-111040155,1,251,8.430059051889618
chr13,111180820,111181023,chr13:111180820-111181023,1,204,8.584664984111043
chr13,111589420,111590157,chr13:111589420-111590157,1,738,10.178702476068429
chr13,111841497,111841815,chr13:111841497-111841815,1,319,8.82089157286135
chr13,112347236,112347393,chr13:112347236-112347393,3,158,7.475695157616814
chr13,113562235,113562531,chr13:113562235-113562531,1,297,9.264190300246897
chr13,114065698,114065892,chr13:114065698-114065892,1,195,8.089095245961913
chr13,114261576,114262185,chr13:114261576-114262185,1,610,9.79096504333857
chr13,114830489,114831626,chr13:114830489-114831626,2,1138,10.684393872242367
chr13,114833587,114834000,chr13:114833587-114834000,1,414,9.107844321687379
chr14,21154551,21154914,chr14:21154551-21154914,2,364,9.445136662860998
chr14,21522548,21522854,chr14:21522548-21522854,2,307,9.440938736289757
chr14,22115392,22115940,chr14:22115392-22115940,1,549,10.051635342729973
chr14,23307440,23308274,chr14:23307440-23308274,1,835,10.531112534096641
chr14,23879213,23879548,chr14:23879213-23879548,1,336,9.158941585810748
chr14,24008139,24008541,chr14:24008139-24008541,1,403,9.74972492246892
chr14,24894575,24894716,chr14:24894575-24894716,1,142,8.195431384162681
chr14,25039939,25040483,chr14:25039939-25040483,2,545,9.912949344258458
chr14,25312812,25313037,chr14:25312812-25313037,1,226,9.164181566869686
