chromosome,start,end,enhancer,count,length,s_entropy
chr12,26309144,26309464,chr12:26309144-26309464,1,321,8.694100376220671
chr12,26373178,26373551,chr12:26373178-26373551,1,374,8.87843448013161
chr12,26427494,26428032,chr12:26427494-26428032,1,539,9.321328071907923
chr12,26676709,26676991,chr12:26676709-26676991,1,283,8.581001902822234
chr12,27391259,27391571,chr12:27391259-27391571,1,313,8.643472437022798
chr12,29859887,29860252,chr12:29859887-29860252,1,366,8.826937731838534
chr12,32635235,32635487,chr12:32635235-32635487,1,253,8.525577484091512
chr12,40602572,40602837,chr12:40602572-40602837,1,266,8.475743079615594
chr12,42415410,42415595,chr12:42415410-42415595,1,186,7.740801783466097
chr12,43699836,43700036,chr12:43699836-43700036,2,201,7.874196410969313
chr12,45241724,45241928,chr12:45241724-45241928,1,205,7.98504497806314
chr12,45626822,45627300,chr12:45626822-45627300,1,479,9.294169419777997
chr12,46380247,46380714,chr12:46380247-46380714,1,468,9.210530354501024
chr12,46956686,46956942,chr12:46956686-46956942,1,257,8.459384646909948
chr12,47066053,47066292,chr12:47066053-47066292,1,240,8.228578641273552
chr12,47702305,47702647,chr12:47702305-47702647,1,343,8.932730478896307
chr12,47785348,47785702,chr12:47785348-47785702,1,355,8.782606544323862
chr12,48277511,48277819,chr12:48277511-48277819,1,309,8.515859736107318
chr12,48579978,48580344,chr12:48579978-48580344,1,367,8.711645317294668
chr12,48815092,48815327,chr12:48815092-48815327,1,236,8.087691995440117
chr12,50056796,50057319,chr12:50056796-50057319,2,524,9.320259334479681
chr12,50460197,50460562,chr12:50460197-50460562,1,366,8.823946901650746
chr12,51835468,51835599,chr12:51835468-51835599,1,132,7.458100642701069
chr12,52419301,52419935,chr12:52419301-52419935,2,635,9.638167504761949
chr12,52539319,52539712,chr12:52539319-52539712,1,394,8.879220022740046
chr12,52542210,52542726,chr12:52542210-52542726,2,517,9.289252181458142
chr12,52674043,52674518,chr12:52674043-52674518,1,476,9.169059330161712
chr12,52674655,52675081,chr12:52674655-52675081,1,427,8.995983213076066
chr12,52916140,52916794,chr12:52916140-52916794,1,655,9.666368587438924
chr12,53261473,53261693,chr12:53261473-53261693,1,221,8.079283482483936
chr12,53338460,53338676,chr12:53338460-53338676,1,217,8.000084201320604
chr12,53611077,53612140,chr12:53611077-53612140,1,1064,10.327433865208603
chr12,54133160,54133497,chr12:54133160-54133497,1,338,8.712981672988345
chr12,54228175,54228372,chr12:54228175-54228372,1,198,8.149668329757715
chr12,54391907,54392298,chr12:54391907-54392298,1,392,8.847248065240684
chr12,54411861,54412590,chr12:54411861-54412590,3,730,9.831115586888387
chr12,54413878,54414161,chr12:54413878-54414161,1,284,8.393458721791013
chr12,54700865,54701198,chr12:54700865-54701198,1,334,8.676413381888612
chr12,54746110,54746353,chr12:54746110-54746353,1,244,8.18194041790518
chr12,54752671,54753884,chr12:54752671-54753884,1,1214,10.515454283538544
chr12,55385213,55385361,chr12:55385213-55385361,1,149,7.7348758713086285
chr12,56043236,56043637,chr12:56043236-56043637,1,402,9.006130346203319
chr12,56238868,56238998,chr12:56238868-56238998,1,131,7.3345947860252245
chr12,56240862,56241188,chr12:56240862-56241188,1,327,8.60911789349677
chr12,58259163,58259391,chr12:58259163-58259391,1,229,8.309976161196857
chr12,58281637,58282038,chr12:58281637-58282038,1,402,8.941220170391919
chr12,59300729,59300915,chr12:59300729-59300915,1,187,7.887200934870637
chr12,59434557,59434696,chr12:59434557-59434696,1,140,7.419113139451305
chr12,62388270,62388603,chr12:62388270-62388603,1,334,8.92608769449318
chr12,62517177,62517433,chr12:62517177-62517433,1,257,8.42900891350418
chr12,62605397,62605543,chr12:62605397-62605543,1,147,7.475202832326744
chr12,62998747,62999127,chr12:62998747-62999127,2,381,9.015337100413529
chr12,63124974,63125146,chr12:63124974-63125146,1,173,7.819988438601305
chr12,63179567,63180349,chr12:63179567-63180349,1,783,9.905951926355355
chr12,63294376,63294638,chr12:63294376-63294638,1,263,8.359312782292582
chr12,63738861,63739061,chr12:63738861-63739061,1,201,7.973365358822165
chr12,64524316,64524435,chr12:64524316-64524435,1,120,7.246174287673665
chr12,65005842,65006280,chr12:65005842-65006280,1,439,9.103796476528036
chr12,65012959,65013250,chr12:65012959-65013250,1,292,8.43270395702341
chr12,65176068,65176517,chr12:65176068-65176517,2,450,9.180804126999794
chr12,65928345,65928570,chr12:65928345-65928570,1,226,8.104651368135764
chr12,66025227,66025796,chr12:66025227-66025796,1,570,9.592989457125293
chr12,66135126,66135637,chr12:66135126-66135637,1,512,9.20010289150504
chr12,66136008,66136292,chr12:66136008-66136292,1,285,8.631788865410485
chr12,66584162,66585501,chr12:66584162-66585501,2,1340,10.736059697497105
chr12,66628292,66629290,chr12:66628292-66629290,2,999,10.268262836079773
chr12,68314351,68314796,chr12:68314351-68314796,1,446,9.171940675010935
chr12,68617256,68617530,chr12:68617256-68617530,1,275,8.531513149541032
chr12,68758917,68759565,chr12:68758917-68759565,1,649,9.66158341995524
chr12,68761672,68762016,chr12:68761672-68762016,1,345,8.750311942611457
chr12,68832634,68832995,chr12:68832634-68832995,2,362,9.032937813586468
chr12,68953815,68954302,chr12:68953815-68954302,1,488,9.268903825378558
chr12,69311802,69312020,chr12:69311802-69312020,1,219,8.226340135751457
chr12,69358211,69358538,chr12:69358211-69358538,1,328,8.732162322806124
chr12,69722229,69722626,chr12:69722229-69722626,1,398,9.217658707714138
chr12,72430811,72430977,chr12:72430811-72430977,1,167,7.818725376333565
chr12,73639499,73639785,chr12:73639499-73639785,1,287,8.590955622272034
chr12,75986624,75986957,chr12:75986624-75986957,1,334,8.912270122648964
chr12,76183993,76184325,chr12:76183993-76184325,1,333,8.700981036028999
chr12,76363545,76363908,chr12:76363545-76363908,2,364,8.850612184341657
chr12,77377580,77377874,chr12:77377580-77377874,2,295,8.62373818123783
chr12,79566745,79567141,chr12:79566745-79567141,1,397,8.899383024922633
chr12,79803401,79803717,chr12:79803401-79803717,1,317,8.778305199950816
chr12,81980877,81981126,chr12:81980877-81981126,2,250,8.409148670379272
chr12,82114853,82115202,chr12:82114853-82115202,1,350,8.790013187099735
chr12,82204946,82205155,chr12:82204946-82205155,1,210,8.013696572864614
chr12,82350374,82350688,chr12:82350374-82350688,1,315,8.68958263648096
chr12,82468212,82468399,chr12:82468212-82468399,1,188,7.930079775852026
chr12,84902694,84902984,chr12:84902694-84902984,3,291,8.42570952231534
chr12,87130786,87131140,chr12:87130786-87131140,1,355,8.867337967022198
chr12,88810412,88810576,chr12:88810412-88810576,1,165,7.756446227293835
chr12,89445842,89446070,chr12:89445842-89446070,1,229,8.198690263771494
chr12,90127113,90127954,chr12:90127113-90127954,1,842,10.19008182532847
chr12,90171547,90171930,chr12:90171547-90171930,1,384,8.903306813697618
chr12,90484866,90485476,chr12:90484866-90485476,1,611,9.628617096843772
chr12,91619121,91619386,chr12:91619121-91619386,1,266,8.356813887842563
chr12,92484962,92485088,chr12:92484962-92485088,1,127,7.273715980145699
chr12,93320988,93321201,chr12:93320988-93321201,1,214,8.121867675565612
chr12,93827795,93828172,chr12:93827795-93828172,1,378,8.989431296587862
chr12,94135673,94136306,chr12:94135673-94136306,1,634,9.61540704486876
chr12,94158186,94158524,chr12:94158186-94158524,1,339,8.842501296777323
chr12,94241673,94241891,chr12:94241673-94241891,1,219,8.33587024056395
chr12,94580840,94581238,chr12:94580840-94581238,1,399,8.898760126374672
chr12,95012768,95013068,chr12:95012768-95013068,1,301,8.725449697953517
chr12,95037595,95038737,chr12:95037595-95038737,1,1143,10.590516417291052
chr12,95069867,95070333,chr12:95069867-95070333,1,467,9.275137558480814
chr12,95093724,95093947,chr12:95093724-95093947,2,224,8.146493971397476
chr12,95100273,95100466,chr12:95100273-95100466,1,194,7.849777337451837
chr12,95155432,95155603,chr12:95155432-95155603,2,172,7.998550051139581
chr12,96570855,96571414,chr12:96570855-96571414,1,560,9.48670215617392
chr12,96589359,96589977,chr12:96589359-96589977,3,619,9.51704416962844
chr12,96819131,96819446,chr12:96819131-96819446,1,316,8.7183453436066
chr12,96830136,96830532,chr12:96830136-96830532,1,397,8.976857087129924
chr12,96839212,96840356,chr12:96839212-96840356,1,1145,10.60455251953486
chr12,97108556,97108721,chr12:97108556-97108721,1,166,7.771877309807172
chr12,98499120,98499188,chr12:98499120-98499188,1,69,6.522410431532401
chr12,98615068,98615264,chr12:98615068-98615264,1,197,7.825598372314792
chr12,99235060,99235389,chr12:99235060-99235389,1,330,8.750614045564856
chr12,99524675,99524919,chr12:99524675-99524919,1,245,8.428257671364543
chr12,99528528,99528859,chr12:99528528-99528859,2,332,8.860823590468973
chr12,100628061,100628323,chr12:100628061-100628323,2,263,8.348202529616913
chr12,102259822,102260163,chr12:102259822-102260163,1,342,8.742504405443952
chr12,102325445,102326145,chr12:102325445-102326145,1,701,9.881007670010442
chr12,102329942,102330412,chr12:102329942-102330412,1,471,9.196184013590422
chr12,104301376,104301628,chr12:104301376-104301628,1,253,8.61660322947185
chr12,104925240,104925499,chr12:104925240-104925499,1,260,8.364250949430774
chr12,105064571,105065844,chr12:105064571-105065844,1,1274,10.612135470337183
chr12,105089120,105089756,chr12:105089120-105089756,1,637,9.591060442633099
chr12,108877904,108878160,chr12:108877904-108878160,2,257,8.30199864491247
chr12,109011185,109011417,chr12:109011185-109011417,1,233,8.137614996482641
chr12,109248007,109248657,chr12:109248007-109248657,1,651,9.667952364377387
chr12,109249389,109249909,chr12:109249389-109249909,1,521,9.289925252218861
chr12,109297152,109297589,chr12:109297152-109297589,1,438,9.103777115542513
chr12,110867136,110867499,chr12:110867136-110867499,1,364,8.749889083476358
chr12,111016111,111016444,chr12:111016111-111016444,1,334,8.932400471838134
chr12,112633664,112633952,chr12:112633664-112633952,1,289,8.48523629772394
chr12,112759768,112760224,chr12:112759768-112760224,1,457,9.138056871732713
chr12,113037686,113038081,chr12:113037686-113038081,1,396,8.993558972566007
chr12,113478524,113478983,chr12:113478524-113478983,2,460,9.162215646624675
chr12,113798034,113798144,chr12:113798034-113798144,1,111,7.0834908228795
chr12,115105863,115106455,chr12:115105863-115106455,1,593,9.494339850494566
chr12,115124772,115125182,chr12:115124772-115125182,1,411,9.049671198953854
chr12,116818019,116818280,chr12:116818019-116818280,1,262,8.43501271352879
chr12,116946088,116946451,chr12:116946088-116946451,1,364,8.907574720219754
chr12,116990477,116990812,chr12:116990477-116990812,1,336,8.68151422759892
chr12,117039794,117039983,chr12:117039794-117039983,1,190,7.869171252077993
chr12,117480044,117480441,chr12:117480044-117480441,1,398,8.882535411037669
chr12,117483062,117483484,chr12:117483062-117483484,1,423,8.992171065966852
chr12,117488733,117488972,chr12:117488733-117488972,1,240,8.2227566610663
chr12,117501024,117501320,chr12:117501024-117501320,1,297,8.54972191932259
chr12,118744725,118745093,chr12:118744725-118745093,1,369,8.972122104573844
chr12,118745418,118745709,chr12:118745418-118745709,1,292,8.736449222849853
chr12,119079795,119080190,chr12:119079795-119080190,1,396,9.070229004293065
chr12,119632995,119633391,chr12:119632995-119633391,1,397,8.927499468163854
chr12,119646482,119646796,chr12:119646482-119646796,1,315,8.615388442752458
chr12,119648635,119648890,chr12:119648635-119648890,1,256,8.426975510043743
chr12,120524802,120525368,chr12:120524802-120525368,1,567,9.561719517754549
chr12,120976448,120976663,chr12:120976448-120976663,1,216,8.047362078301507
chr12,121523691,121523988,chr12:121523691-121523988,1,298,8.54501963581299
chr12,121951651,121951880,chr12:121951651-121951880,1,230,8.12053683885683
chr12,122086492,122086728,chr12:122086492-122086728,1,237,8.31862755809748
chr12,122681575,122681727,chr12:122681575-122681727,1,153,7.4738961886029625
chr12,123616405,123617083,chr12:123616405-123617083,1,679,9.736561869661857
chr12,123916939,123917399,chr12:123916939-123917399,1,461,9.1200308149434
chr12,124962828,124963212,chr12:124962828-124963212,1,385,8.859337835179087
chr12,124985154,124985447,chr12:124985154-124985447,1,294,8.535611957663527
chr12,125158922,125159066,chr12:125158922-125159066,1,145,7.551349460535085
chr12,125179424,125179850,chr12:125179424-125179850,1,427,9.10967465204646
chr12,125188436,125188747,chr12:125188436-125188747,1,312,8.595725980451322
chr12,125239604,125239956,chr12:125239604-125239956,1,353,8.725670695824332
chr12,125581977,125582373,chr12:125581977-125582373,1,397,8.891907834678115
chr12,128296545,128296869,chr12:128296545-128296869,1,325,8.661229680364956
chr12,130570123,130570399,chr12:130570123-130570399,1,277,8.368531460154108
chr12,130610556,130610854,chr12:130610556-130610854,1,299,8.566980310619158
chr12,131559030,131559505,chr12:131559030-131559505,2,476,9.179274348935925
chr12,131577676,131578034,chr12:131577676-131578034,1,359,8.789602856476236
chr12,132288640,132288996,chr12:132288640-132288996,1,357,8.743522706738574
chr12,132315038,132315239,chr12:132315038-132315239,1,202,8.124469739197712
chr12,132841201,132841538,chr12:132841201-132841538,3,338,8.77680475952919
chr12,132899646,132899852,chr12:132899646-132899852,1,207,8.147536371476159
chr12,132903795,132904258,chr12:132903795-132904258,2,464,9.165503855426373
chr12,132970628,132971029,chr12:132970628-132971029,2,402,8.221359955524413
chr12,133021534,133022956,chr12:133021534-133022956,3,1423,10.597643529635862
chr12,133058289,133058810,chr12:133058289-133058810,2,522,9.334715032201196
chr13,20704420,20704798,chr13:20704420-20704798,1,379,8.855871261577184
chr13,22583629,22583981,chr13:22583629-22583981,2,353,8.822015410977935
chr13,24062649,24062979,chr13:24062649-24062979,1,331,8.82149643170409
chr13,24148254,24148621,chr13:24148254-24148621,1,368,8.920658995902594
chr13,24722927,24723324,chr13:24722927-24723324,1,398,8.943332008785726
chr13,25485313,25485583,chr13:25485313-25485583,1,271,8.691868693938021
chr13,25691354,25691814,chr13:25691354-25691814,1,461,9.13080542607369
chr13,26118734,26119070,chr13:26118734-26119070,1,337,8.66355763531118
chr13,26265597,26265968,chr13:26265597-26265968,1,372,8.91552992591162
chr13,26475840,26476144,chr13:26475840-26476144,1,305,8.69619138902615
chr13,27834117,27834352,chr13:27834117-27834352,1,236,8.326621965961605
chr13,27914842,27915161,chr13:27914842-27915161,1,320,8.635557240551824
chr13,28387236,28387515,chr13:28387236-28387515,1,280,8.542652673270233
chr13,28530575,28530960,chr13:28530575-28530960,1,386,9.145019836082207
chr13,28621846,28622161,chr13:28621846-28622161,1,316,8.784520835408543
chr13,28725313,28725682,chr13:28725313-28725682,1,370,8.852547972754984
chr13,29159810,29159974,chr13:29159810-29159974,1,165,7.845372402854361
chr13,31371316,31371638,chr13:31371316-31371638,2,323,8.712770200320882
chr13,31407198,31407336,chr13:31407198-31407336,1,139,7.4406246833889895
chr13,31444557,31445090,chr13:31444557-31445090,1,534,8.139438852483545
chr13,31619955,31620221,chr13:31619955-31620221,1,267,8.405213512645496
chr13,32324057,32324474,chr13:32324057-32324474,2,418,9.222224535293078
chr13,32347687,32348021,chr13:32347687-32348021,1,335,8.782155695095955
chr13,32780608,32781010,chr13:32780608-32781010,1,403,9.027936233736519
chr13,33858244,33858802,chr13:33858244-33858802,1,559,9.27093899991911
chr13,34083894,34084135,chr13:34083894-34084135,1,242,8.238130036976843
chr13,34216569,34217156,chr13:34216569-34217156,2,588,9.490662950629277
chr13,35804956,35805119,chr13:35804956-35805119,1,164,7.874587898290451
chr13,37862321,37862481,chr13:37862321-37862481,1,161,7.728665979329124
chr13,37881013,37881265,chr13:37881013-37881265,1,253,8.426673071803343
chr13,38020689,38020970,chr13:38020689-38020970,1,282,8.500399161591279
chr13,38101314,38101456,chr13:38101314-38101456,1,143,7.646664970806166
chr13,40469535,40469770,chr13:40469535-40469770,1,236,8.570963020436228
chr13,41052248,41052639,chr13:41052248-41052639,1,392,8.859207512742406
chr13,41624170,41624528,chr13:41624170-41624528,1,359,8.951073610488663
chr13,42453037,42453433,chr13:42453037-42453433,2,397,9.042230574684023
chr13,42954492,42954777,chr13:42954492-42954777,1,286,8.511566825249519
chr13,42969602,42969963,chr13:42969602-42969963,2,362,8.81689904743204
chr13,43662550,43662935,chr13:43662550-43662935,1,386,9.18366159840545
chr13,43866757,43867095,chr13:43866757-43867095,1,339,8.707561000970546
chr13,44436870,44437053,chr13:44436870-44437053,1,184,7.967167662439532
chr13,44866763,44867044,chr13:44866763-44867044,1,282,8.540868578996708
chr13,44880536,44881091,chr13:44880536-44881091,1,556,9.416379772580589
chr13,45333095,45333256,chr13:45333095-45333256,1,162,7.650205178299488
chr13,45338378,45338728,chr13:45338378-45338728,1,351,8.746385194373323
chr13,45629728,45629998,chr13:45629728-45629998,1,271,8.530131683279842
chr13,46752144,46752602,chr13:46752144-46752602,1,459,9.228804962037275
chr13,46913143,46913601,chr13:46913143-46913601,1,459,9.180863653480623
chr13,46926941,46927231,chr13:46926941-46927231,1,291,8.539395330349732
chr13,47242224,47242549,chr13:47242224-47242549,1,326,8.692412215551588
chr13,48735940,48736323,chr13:48735940-48736323,1,384,8.946388293466503
chr13,49074869,49075392,chr13:49074869-49075392,1,524,9.431820642208418
chr13,49145630,49145973,chr13:49145630-49145973,1,344,8.702703793125172
chr13,50702930,50703071,chr13:50702930-50703071,1,142,7.434273787387778
chr13,50783828,50784088,chr13:50783828-50784088,1,261,8.5459757713185
chr13,50804549,50804739,chr13:50804549-50804739,1,191,8.161780370359521
chr13,51168515,51168827,chr13:51168515-51168827,1,313,8.520738596383534
chr13,51204178,51204550,chr13:51204178-51204550,1,373,8.932626299468154
chr13,52537870,52538200,chr13:52537870-52538200,1,331,8.650385238961139
chr13,53495390,53495609,chr13:53495390-53495609,1,220,8.19656080313506
chr13,55208577,55208909,chr13:55208577-55208909,2,333,8.938294119298135
chr13,59685905,59686157,chr13:59685905-59686157,1,253,8.477536138980842
chr13,59854407,59854488,chr13:59854407-59854488,1,82,6.8913904808021345
chr13,61383739,61384060,chr13:61383739-61384060,1,322,8.662272917342483
chr13,62173895,62174180,chr13:62173895-62174180,1,286,8.571565495772445
chr13,64652316,64652644,chr13:64652316-64652644,1,329,8.641568235524296
chr13,66880384,66880768,chr13:66880384-66880768,1,385,9.05763031062745
chr13,67146891,67147210,chr13:67146891-67147210,1,320,8.625373978334359
chr13,67461334,67461726,chr13:67461334-67461726,1,393,9.107972350067355
chr13,67730122,67730387,chr13:67730122-67730387,1,266,8.372821332048254
chr13,67962999,67963167,chr13:67962999-67963167,1,169,7.839704464841025
chr13,70561834,70562171,chr13:70561834-70562171,1,338,9.041613121121369
chr13,71362393,71362632,chr13:71362393-71362632,1,240,8.18955202445828
chr13,72116042,72116082,chr13:72116042-72116082,1,41,5.106185463076132
chr13,72419778,72420070,chr13:72419778-72420070,1,293,8.831811623862151
chr13,72438548,72439003,chr13:72438548-72439003,1,456,9.161830997495496
chr13,72439142,72439615,chr13:72439142-72439615,1,474,9.26855618399773
chr13,73728646,73729047,chr13:73728646-73729047,1,402,9.04382177276795
chr13,75904010,75904233,chr13:75904010-75904233,1,224,8.321855945274844
chr13,75939887,75940324,chr13:75939887-75940324,1,438,9.194431293848263
chr13,76138851,76139260,chr13:76138851-76139260,1,410,9.006129549876576
chr13,76638720,76639058,chr13:76638720-76639058,1,339,8.835352275219984
chr13,76906421,76906696,chr13:76906421-76906696,1,276,8.812193163916108
chr13,77899332,77899971,chr13:77899332-77899971,1,640,9.687800767252922
chr13,80030193,80030565,chr13:80030193-80030565,1,373,8.84384210810994
chr13,80628945,80629425,chr13:80628945-80629425,1,481,9.429503932341875
chr13,84968235,84968593,chr13:84968235-84968593,1,359,8.790176106997395
chr13,85779521,85779874,chr13:85779521-85779874,1,354,8.444656721344662
chr13,87444403,87444606,chr13:87444403-87444606,1,204,8.139364989829884
chr13,88383188,88383252,chr13:88383188-88383252,1,65,6.407180885289998
chr13,88466706,88467088,chr13:88466706-88467088,1,383,9.055617876871313
chr13,90634693,90634897,chr13:90634693-90634897,1,205,8.32714935548056
chr13,91709082,91709307,chr13:91709082-91709307,1,226,8.222866539701688
chr13,92868650,92868886,chr13:92868650-92868886,1,237,8.303786056854305
chr13,92871734,92872145,chr13:92871734-92872145,1,412,8.96147459113419
chr13,95128334,95128746,chr13:95128334-95128746,1,413,8.892337133506084
chr13,95951518,95951672,chr13:95951518-95951672,1,155,7.534582778823814
chr13,97143722,97143959,chr13:97143722-97143959,1,238,8.231011661630461
chr13,97188079,97188190,chr13:97188079-97188190,1,112,7.1670111476957175
chr13,97424682,97424992,chr13:97424682-97424992,1,311,8.73181868096102
chr13,97550852,97551225,chr13:97550852-97551225,1,374,8.998771524479128
chr13,98824155,98824526,chr13:98824155-98824526,2,372,8.889298543067321
chr13,99302784,99302934,chr13:99302784-99302934,1,151,7.661789998565331
chr13,99628165,99628894,chr13:99628165-99628894,1,730,9.887626345174613
chr13,99956041,99956410,chr13:99956041-99956410,1,370,8.874013992487615
chr13,100072562,100072893,chr13:100072562-100072893,2,332,8.758386119944014
chr13,100642436,100643177,chr13:100642436-100643177,1,742,9.844765116624568
chr13,102565701,102565995,chr13:102565701-102565995,1,295,8.575420917656471
chr13,106753025,106753272,chr13:106753025-106753272,1,248,8.158724705584293
chr13,106808885,106809142,chr13:106808885-106809142,1,258,8.46031832942443
chr13,107182699,107183083,chr13:107182699-107183083,2,385,9.006140818531197
chr13,108520964,108521235,chr13:108520964-108521235,1,272,8.394548038707404
chr13,110299478,110299796,chr13:110299478-110299796,1,319,8.627596806043247
chr13,110522374,110522680,chr13:110522374-110522680,1,307,8.606738966228656
chr13,111013776,111014136,chr13:111013776-111014136,1,361,8.897622452027896
chr13,111022548,111022884,chr13:111022548-111022884,1,337,8.662195154849076
chr13,111039905,111040155,chr13:111039905-111040155,1,251,8.273256333466332
chr13,111044675,111045176,chr13:111044675-111045176,1,502,9.294256789245614
chr13,111227983,111228269,chr13:111227983-111228269,1,287,8.49190492063935
chr13,111526935,111527249,chr13:111526935-111527249,1,315,8.657545512315085
chr13,111607450,111607830,chr13:111607450-111607830,1,381,8.903669628224204
chr13,111658607,111658954,chr13:111658607-111658954,1,348,8.835518769836996
chr13,111695990,111696309,chr13:111695990-111696309,1,320,8.60798301244109
chr13,111819312,111819589,chr13:111819312-111819589,1,278,8.495683827193613
chr13,114127046,114127213,chr13:114127046-114127213,1,168,7.756954062136937
chr13,114261576,114262185,chr13:114261576-114262185,1,610,9.58180596392979
chr13,114832815,114833231,chr13:114832815-114833231,1,417,9.069760038409466
chr13,114833587,114834000,chr13:114833587-114834000,1,414,8.984583462071585
chr13,114894223,114894969,chr13:114894223-114894969,1,747,9.879242023250006
chr13,114913990,114914490,chr13:114913990-114914490,1,501,9.405310417731602
chr13,114926752,114926846,chr13:114926752-114926846,1,95,7.042024460111927
chr14,21183155,21183354,chr14:21183155-21183354,1,200,8.027114960802848
chr14,21265465,21265591,chr14:21265465-21265591,1,127,7.504614053182785
chr14,23033088,23033184,chr14:23033088-23033184,1,97,6.941448790541859
chr14,23056506,23056666,chr14:23056506-23056666,1,161,8.044489366834732
chr14,23320228,23321035,chr14:23320228-23321035,2,808,9.943653798420055
chr14,23554726,23554907,chr14:23554726-23554907,1,182,8.073796751112887
chr14,23611395,23611621,chr14:23611395-23611621,2,227,8.085988662466118
chr14,23912649,23912990,chr14:23912649-23912990,1,342,8.735527142322047
chr14,24747075,24747483,chr14:24747075-24747483,1,409,8.910217349025293
chr14,25140073,25140450,chr14:25140073-25140450,1,378,9.069048844820763
chr14,28591045,28591340,chr14:28591045-28591340,1,296,8.481239718549558
chr14,29345370,29345639,chr14:29345370-29345639,1,270,8.438054331795966
chr14,30693196,30693528,chr14:30693196-30693528,1,333,8.706187356871512
chr14,30739803,30740140,chr14:30739803-30740140,1,338,8.7237738192509
chr14,32941850,32942320,chr14:32941850-32942320,1,471,9.317810648183725
chr14,33800321,33800549,chr14:33800321-33800549,1,229,8.271853915454898
chr14,34261027,34261291,chr14:34261027-34261291,1,265,8.468307265726708
chr14,35084533,35084797,chr14:35084533-35084797,1,265,8.396550187369112
chr14,35837875,35838216,chr14:35837875-35838216,1,342,8.663541728802949
chr14,35853509,35853868,chr14:35853509-35853868,1,360,8.835956150743192
chr14,35869907,35870271,chr14:35869907-35870271,1,365,8.982805223697502
chr14,36641300,36641610,chr14:36641300-36641610,1,311,8.714671639704159
chr14,37310739,37311071,chr14:37310739-37311071,2,333,8.741416305542353
chr14,37980657,37980979,chr14:37980657-37980979,1,323,8.885127913577726
chr14,42297588,42297942,chr14:42297588-42297942,1,355,9.082303978952273
chr14,43420114,43420297,chr14:43420114-43420297,1,184,7.825381956690772
chr14,47696508,47696702,chr14:47696508-47696702,1,195,7.922351539161037
chr14,48109739,48110114,chr14:48109739-48110114,1,376,9.012544335616393
chr14,50328432,50328642,chr14:50328432-50328642,1,211,8.052932662376888
chr14,50429310,50429592,chr14:50429310-50429592,1,283,8.476719552060505
chr14,50527611,50528257,chr14:50527611-50528257,1,647,9.575865196070838
chr14,50537850,50538068,chr14:50537850-50538068,1,219,8.089066040108458
chr14,50552755,50553092,chr14:50552755-50553092,1,338,8.74495527155448
chr14,51862095,51862490,chr14:51862095-51862490,1,396,8.913829537677204
chr14,52006399,52006758,chr14:52006399-52006758,1,360,8.787857387332108
chr14,52064245,52064576,chr14:52064245-52064576,1,332,8.74167774907467
chr14,52250544,52250794,chr14:52250544-52250794,1,251,8.45888157063384
chr14,52328681,52329167,chr14:52328681-52329167,1,487,9.496713667894886
chr14,52335735,52335782,chr14:52335735-52335782,1,48,5.763276150869125
chr14,52337471,52337915,chr14:52337471-52337915,1,445,9.302557611683415
chr14,52350999,52351848,chr14:52350999-52351848,1,850,10.120160680913754
chr14,52372298,52373220,chr14:52372298-52373220,2,923,10.162369022283814
chr14,52547300,52547782,chr14:52547300-52547782,1,483,9.327192210035339
chr14,55249380,55249603,chr14:55249380-55249603,1,224,8.296937397268294
chr14,55569733,55570176,chr14:55569733-55570176,2,444,9.07943249432862
chr14,55583130,55583372,chr14:55583130-55583372,1,243,8.354676791952803
chr14,55584452,55585250,chr14:55584452-55585250,2,799,9.94278774433254
chr14,55585448,55585812,chr14:55585448-55585812,1,365,8.90663224326113
chr14,55921336,55921695,chr14:55921336-55921695,1,360,8.817015837867404
chr14,56184098,56184447,chr14:56184098-56184447,1,350,8.870396083952938
chr14,56733293,56733420,chr14:56733293-56733420,1,128,7.47386657791336
chr14,57009593,57009936,chr14:57009593-57009936,1,344,8.892286381077922
chr14,57282014,57282348,chr14:57282014-57282348,1,335,8.946026076278851
chr14,57307919,57308194,chr14:57307919-57308194,1,276,8.50109813106886
chr14,58726838,58727438,chr14:58726838-58727438,1,601,9.68235964294026
chr14,58766869,58767218,chr14:58766869-58767218,1,350,8.946182027694434
chr14,59874044,59874284,chr14:59874044-59874284,1,241,8.401625520992196
chr14,60316176,60316431,chr14:60316176-60316431,1,256,8.192694920827476
chr14,60670868,60671093,chr14:60670868-60671093,1,226,8.175636062879372
chr14,61808896,61809049,chr14:61808896-61809049,1,154,7.629134010293475
chr14,61811731,61812149,chr14:61811731-61812149,1,419,9.14966422510983
chr14,61822624,61823005,chr14:61822624-61823005,1,382,8.922437018478474
chr14,61865216,61865457,chr14:61865216-61865457,1,242,8.290466299905743
chr14,61938268,61939375,chr14:61938268-61939375,2,1108,10.428358006830145
chr14,62025043,62025333,chr14:62025043-62025333,1,291,8.43602311364477
chr14,62052734,62053075,chr14:62052734-62053075,1,342,8.712204539998814
chr14,62068950,62069250,chr14:62068950-62069250,1,301,8.631802404248655
chr14,63159002,63159168,chr14:63159002-63159168,1,167,7.762883710056925
chr14,63672722,63672819,chr14:63672722-63672819,1,98,6.879824937978383
chr14,64320785,64320937,chr14:64320785-64320937,1,153,7.631274749566633
chr14,65705173,65705467,chr14:65705173-65705467,1,295,8.416405804487852
chr14,68420679,68421053,chr14:68420679-68421053,1,375,9.15389517325843
