chromosome,start,end,promoter,count,length,s_entropy
chr14,38724575,38726575,chr14:38724575-38726575,1,2001,11.979901251212333
chr14,39571732,39573732,chr14:39571732-39573732,2,2001,12.030956937516162
chr14,39643386,39645386,chr14:39643386-39645386,1,2001,11.997719093315128
chr14,39702124,39704124,chr14:39702124-39704124,5,2001,12.24076075981476
chr14,42075058,42077058,chr14:42075058-42077058,1,2001,11.935564135848669
chr14,45365506,45367506,chr14:45365506-45367506,4,2001,11.949673436598454
chr14,45604141,45606141,chr14:45604141-45606141,2,2001,12.033145382915754
chr14,45721605,45723605,chr14:45721605-45723605,2,2001,11.919961007018653
chr14,47811449,47813449,chr14:47811449-47813449,2,2001,12.160903496957323
chr14,48143157,48145157,chr14:48143157-48145157,3,2001,11.805337736500965
chr14,50052134,50054134,chr14:50052134-50054134,2,2001,11.973117213826388
chr14,50064414,50066414,chr14:50064414-50066414,1,2001,11.912011059203037
chr14,50100948,50102948,chr14:50100948-50102948,4,2001,11.857505480150031
chr14,50233786,50235786,chr14:50233786-50235786,1,2001,11.822276813501276
chr14,50318921,50320921,chr14:50318921-50320921,1,2001,11.993934164123258
chr14,50358735,50360735,chr14:50358735-50360735,1,2001,11.890579167542256
chr14,50998376,51000376,chr14:50998376-51000376,1,2001,11.873997448369568
chr14,50998799,51000799,chr14:50998799-51000799,1,2001,11.896829287865698
chr14,51134071,51136071,chr14:51134071-51136071,1,2001,11.911682394004162
chr14,51296839,51298839,chr14:51296839-51298839,3,2001,11.859062926631301
chr14,51410248,51412248,chr14:51410248-51412248,1,2001,11.946984154114558
chr14,51954838,51956838,chr14:51954838-51956838,1,2001,12.232221680178016
chr14,52455227,52457227,chr14:52455227-52457227,1,2001,12.026037643178036
chr14,52534946,52536946,chr14:52534946-52536946,1,2001,11.934819324273132
chr14,52733430,52735430,chr14:52733430-52735430,1,2001,11.962953619310255
chr14,54422609,54424609,chr14:54422609-54424609,1,2001,12.015917159578027
chr14,54907148,54909148,chr14:54907148-54909148,1,2001,11.97857523015277
chr14,54954744,54956744,chr14:54954744-54956744,2,2001,11.978057994801576
chr14,55657396,55659396,chr14:55657396-55659396,2,2001,12.03166457040331
chr14,55906263,55908263,chr14:55906263-55908263,1,2001,11.94728833801833
chr14,57045510,57047510,chr14:57045510-57047510,1,2001,12.011849723018205
chr14,57276194,57278194,chr14:57276194-57278194,4,2001,11.977680876444694
chr14,57959581,57961581,chr14:57959581-57961581,2,2001,12.236220005123215
chr14,58331592,58333592,chr14:58331592-58333592,1,2001,11.880683748512716
chr14,58764221,58766221,chr14:58764221-58766221,2,2001,11.93733557364554
chr14,59103756,59105756,chr14:59103756-59105756,1,2001,11.839795874814815
chr14,59654380,59656380,chr14:59654380-59656380,1,2001,11.930162442917895
chr14,59729158,59731158,chr14:59729158-59731158,2,2001,12.163316943766864
chr14,60042549,60044549,chr14:60042549-60044549,3,2001,12.064448804258806
chr14,60951764,60953764,chr14:60951764-60953764,2,2001,11.988910011115081
chr14,61189852,61191852,chr14:61189852-61191852,2,2001,11.959761372448705
chr14,61200458,61202458,chr14:61200458-61202458,1,2001,12.142961327021519
chr14,61747530,61749530,chr14:61747530-61749530,2,2001,12.000020497798468
chr14,62461540,62463540,chr14:62461540-62463540,1,2001,12.212015183272044
chr14,63510956,63512956,chr14:63510956-63512956,1,2001,11.985812367637026
chr14,63784593,63786593,chr14:63784593-63786593,2,2001,12.24292171077103
chr14,64009113,64011113,chr14:64009113-64011113,1,2001,11.93874175780698
chr14,64107641,64109641,chr14:64107641-64109641,1,2001,11.951199750520175
chr14,64193813,64195813,chr14:64193813-64195813,2,2001,11.924640978831002
chr14,64931216,64933216,chr14:64931216-64933216,2,2001,12.002237592844665
chr14,64969563,64971563,chr14:64969563-64971563,1,2001,11.851740174443556
chr14,64970291,64972291,chr14:64970291-64972291,1,2001,11.813900540263422
chr14,64970931,64972931,chr14:64970931-64972931,1,2001,11.902105455016475
chr14,65170125,65172125,chr14:65170125-65172125,1,2001,11.829062544588014
chr14,65288866,65290866,chr14:65288866-65290866,1,2001,12.092140894625693
chr14,65380078,65382078,chr14:65380078-65382078,1,2001,12.070068580985671
chr14,65437875,65439875,chr14:65437875-65439875,1,2001,11.953529111002483
chr14,65452506,65454506,chr14:65452506-65454506,2,2001,11.976081046439026
chr14,65568262,65570262,chr14:65568262-65570262,2,2001,11.912181220138152
chr14,66952088,66954088,chr14:66952088-66954088,3,2001,12.239098466943574
chr14,67655109,67657109,chr14:67655109-67657109,1,2001,12.05286292816918
chr14,67981021,67983021,chr14:67981021-67983021,2,2001,11.91683685932649
chr14,68066017,68068017,chr14:68066017-68068017,1,2001,11.951777604618139
chr14,68282306,68284306,chr14:68282306-68284306,1,2001,12.063072797310346
chr14,68285495,68287495,chr14:68285495-68287495,2,2001,12.02954594201307
chr14,69259631,69261631,chr14:69259631-69261631,1,2001,11.917224687241061
chr14,69864021,69866021,chr14:69864021-69866021,1,2001,11.965424646930986
chr14,69864384,69866384,chr14:69864384-69866384,1,2001,12.001793217606956
chr14,70232828,70234828,chr14:70232828-70234828,1,2001,11.919618538672701
chr14,70825448,70827448,chr14:70825448-70827448,1,2001,12.013324196675825
chr14,70882807,70884807,chr14:70882807-70884807,1,2001,12.09944333392384
chr14,71000732,71002732,chr14:71000732-71002732,1,2001,12.205736318621938
chr14,71066407,71068407,chr14:71066407-71068407,1,2001,12.053636423700693
chr14,71274888,71276888,chr14:71274888-71276888,1,2001,11.859182874241203
chr14,71373121,71375121,chr14:71373121-71375121,2,2001,11.87605618615065
chr14,73359824,73361824,chr14:73359824-73361824,1,2001,11.923654659249808
chr14,73602142,73604142,chr14:73602142-73604142,1,2001,11.982063180966309
chr14,73924286,73926286,chr14:73924286-73926286,1,2001,11.992546438563924
chr14,74024651,74026651,chr14:74024651-74026651,1,2001,12.21146041860204
chr14,74057409,74059409,chr14:74057409-74059409,2,2001,11.86786207368797
chr14,74082547,74084547,chr14:74082547-74084547,2,2001,12.22955669759343
chr14,74252961,74254961,chr14:74252961-74254961,2,2001,11.909834535501325
chr14,74705174,74707174,chr14:74705174-74707174,1,2001,12.031684261444253
chr14,75178807,75180807,chr14:75178807-75180807,1,2001,12.12068284761911
chr14,75178849,75180849,chr14:75178849-75180849,1,2001,12.12681243121429
chr14,75178872,75180872,chr14:75178872-75180872,1,2001,12.12692314735723
chr14,75347593,75349593,chr14:75347593-75349593,2,2001,11.97261311390351
chr14,75468611,75470611,chr14:75468611-75470611,1,2001,12.027853317834616
chr14,75517235,75519235,chr14:75517235-75519235,2,2001,11.992608787807173
chr14,75529752,75531752,chr14:75529752-75531752,2,2001,12.116194244854274
chr14,75535279,75537279,chr14:75535279-75537279,1,2001,11.997011735285751
chr14,75592783,75594783,chr14:75592783-75594783,2,2001,11.973258162349033
chr14,75744480,75746480,chr14:75744480-75746480,1,2001,11.897305653594252
chr14,75894059,75896059,chr14:75894059-75896059,1,2001,11.913923917858815
chr14,76070804,76072804,chr14:76070804-76072804,1,2001,12.219461906709222
chr14,76451095,76453095,chr14:76451095-76453095,1,2001,12.055019894660127
chr14,76617227,76619227,chr14:76617227-76619227,2,2001,12.094984397710896
chr14,76836689,76838689,chr14:76836689-76838689,3,2001,12.212812288016561
chr14,77278283,77280283,chr14:77278283-77280283,1,2001,12.012483567278482
chr14,77494042,77496042,chr14:77494042-77496042,1,2001,11.886629195277829
chr14,77607134,77609134,chr14:77607134-77609134,3,2001,11.970037698332428
chr14,77842452,77844452,chr14:77842452-77844452,1,2001,11.996466809913553
chr14,77842720,77844720,chr14:77842720-77844720,1,2001,12.006836574083277
chr14,77888399,77890399,chr14:77888399-77890399,1,2001,12.253073503311375
chr14,78082110,78084110,chr14:78082110-78084110,1,2001,12.008423265304502
chr14,78173356,78175356,chr14:78173356-78175356,2,2001,12.004300813521771
chr14,78173413,78175413,chr14:78173413-78175413,2,2001,12.00848860011885
chr14,79744681,79746681,chr14:79744681-79746681,1,2001,11.965877720416948
chr14,80696397,80698397,chr14:80696397-80698397,2,2001,12.242881900354796
chr14,81404884,81406884,chr14:81404884-81406884,1,2001,12.271282530482695
chr14,81420868,81422868,chr14:81420868-81422868,1,2001,12.116448171157685
chr14,81892556,81894556,chr14:81892556-81894556,1,2001,12.174558486735618
chr14,81892748,81894748,chr14:81892748-81894748,1,2001,12.152936689721553
chr14,88850987,88852987,chr14:88850987-88852987,1,2001,12.073495211967666
chr14,89258096,89260096,chr14:89258096-89260096,1,2001,11.858487979077758
chr14,90420121,90422121,chr14:90420121-90422121,1,2001,12.048465844944186
chr14,90421245,90423245,chr14:90421245-90423245,1,2001,11.937948015532882
chr14,90797481,90799481,chr14:90797481-90799481,1,2001,12.111952964650031
chr14,91525993,91527993,chr14:91525993-91527993,1,2001,11.855150587343832
chr14,92197430,92199430,chr14:92197430-92199430,2,2001,12.237721573695971
chr14,92301870,92303870,chr14:92301870-92303870,1,2001,11.9364748104364
chr14,92413046,92415046,chr14:92413046-92415046,1,2001,11.986561282915144
chr14,92587153,92589153,chr14:92587153-92589153,1,2001,11.901099776500375
chr14,92587297,92589297,chr14:92587297-92589297,1,2001,11.90581531806117
chr14,92789151,92791151,chr14:92789151-92791151,2,2001,11.875768297322168
chr14,93259575,93261575,chr14:93259575-93261575,1,2001,11.969150863123456
chr14,93650249,93652249,chr14:93650249-93652249,2,2001,11.909468241193007
chr14,93650374,93652374,chr14:93650374-93652374,2,2001,11.89690574236291
chr14,93798438,93800438,chr14:93798438-93800438,1,2001,11.87716713516424
chr14,93798564,93800564,chr14:93798564-93800564,1,2001,11.881655430921642
chr14,93812536,93814536,chr14:93812536-93814536,1,2001,12.00435765025446
chr14,93896277,93898277,chr14:93896277-93898277,1,2001,12.039483655427441
chr14,94253766,94255766,chr14:94253766-94255766,1,2001,11.88210882292378
chr14,94384239,94386239,chr14:94384239-94386239,1,2001,12.207132835212965
chr14,94442076,94444076,chr14:94442076-94444076,1,2001,12.169803501355101
chr14,94491723,94493723,chr14:94491723-94493723,1,2001,11.969937818095653
chr14,94594957,94596957,chr14:94594957-94596957,2,2001,12.087669949992025
chr14,94639648,94641648,chr14:94639648-94641648,2,2001,11.890612914719338
chr14,94640797,94642797,chr14:94640797-94642797,2,2001,12.039045480506628
chr14,94758361,94760361,chr14:94758361-94760361,1,2001,12.169681035404967
chr14,94758608,94760608,chr14:94758608-94760608,1,2001,12.185504992866463
chr14,94788688,94790688,chr14:94788688-94790688,1,2001,12.202200864250411
chr14,94854153,94856153,chr14:94854153-94856153,1,2001,12.155656795929564
chr14,94856029,94858029,chr14:94856029-94858029,1,2001,12.209517272226444
chr14,94918122,94920122,chr14:94918122-94920122,1,2001,12.145842006148913
chr14,94969559,94971559,chr14:94969559-94971559,1,2001,12.230837929672322
chr14,95046705,95048705,chr14:95046705-95048705,1,2001,12.214820652688198
chr14,95077713,95079713,chr14:95077713-95079713,1,2001,12.195273252022096
chr14,95598840,95600840,chr14:95598840-95600840,1,2001,12.211094585446636
chr14,95785245,95787245,chr14:95785245-95787245,3,2001,11.82631914934023
chr14,95941173,95943173,chr14:95941173-95943173,1,2001,12.169008589710598
chr14,96179533,96181533,chr14:96179533-96181533,2,2001,12.07756650163359
chr14,96504660,96506660,chr14:96504660-96506660,2,2001,11.89633188558164
chr14,96670134,96672134,chr14:96670134-96672134,1,2001,12.078298719989954
chr14,96721546,96723546,chr14:96721546-96723546,2,2001,12.214412912200327
chr14,96857424,96859424,chr14:96857424-96859424,1,2001,11.918791698504656
chr14,99176949,99178949,chr14:99176949-99178949,1,2001,12.143685274433636
chr14,100149754,100151754,chr14:100149754-100151754,1,2001,11.912343048475691
chr14,100258744,100260744,chr14:100258744-100260744,2,2001,11.839100290844655
chr14,100625012,100627012,chr14:100625012-100627012,3,2001,11.881130018036604
chr14,100788673,100790673,chr14:100788673-100790673,2,2001,12.17983142412595
chr14,101033407,101035407,chr14:101033407-101035407,1,2001,11.841995722581846
chr14,101035131,101037131,chr14:101035131-101037131,1,2001,12.04679234281709
chr14,102275139,102277139,chr14:102275139-102277139,2,2001,12.123365256371294
chr14,102782713,102784713,chr14:102782713-102784713,1,2001,12.01073119338445
chr14,102785087,102787087,chr14:102785087-102787087,1,2001,11.915746411771021
chr14,102828248,102830248,chr14:102828248-102830248,1,2001,11.963138825636983
chr14,102828253,102830253,chr14:102828253-102830253,1,2001,11.963233798582735
chr14,103242815,103244815,chr14:103242815-103244815,1,2001,11.726518092735816
chr14,103522742,103524742,chr14:103522742-103524742,1,2001,11.793229912845195
chr14,103799338,103801338,chr14:103799338-103801338,1,2001,11.809300969841246
chr14,104386903,104388903,chr14:104386903-104388903,1,2001,11.933363202080267
chr14,104393816,104395816,chr14:104393816-104395816,1,2001,11.91016321179577
chr14,104551022,104553022,chr14:104551022-104553022,1,2001,11.859653109841135
chr14,104604059,104606059,chr14:104604059-104606059,2,2001,11.848828715826684
chr14,105045020,105047020,chr14:105045020-105047020,1,2001,12.076677839404802
chr14,105070097,105072097,chr14:105070097-105072097,1,2001,11.956244767404023
chr14,105154942,105156942,chr14:105154942-105156942,2,2001,11.961484325195409
chr14,105195180,105197180,chr14:105195180-105197180,1,2001,10.796993383043791
chr14,105218469,105220469,chr14:105218469-105220469,3,2001,11.84191847608196
chr14,105258938,105260938,chr14:105258938-105260938,1,2001,12.107663914610926
chr14,105390152,105392152,chr14:105390152-105392152,1,2001,12.19670768422311
chr14,105435820,105437820,chr14:105435820-105437820,1,2001,12.178137415647731
chr14,105443694,105445694,chr14:105443694-105445694,1,2001,11.914012601721884
chr14,105530887,105532887,chr14:105530887-105532887,2,2001,12.14724582897379
chr14,105634161,105636161,chr14:105634161-105636161,1,2001,11.73968599109429
chr14,105646660,105648660,chr14:105646660-105648660,1,2001,11.938242124562496
chr14,105766329,105768329,chr14:105766329-105768329,1,2001,11.778354631883616
chr14,105779751,105781751,chr14:105779751-105781751,1,2001,11.799702114230113
chr14,105780914,105782914,chr14:105780914-105782914,1,2001,11.849960989910155
chr14,105940111,105942111,chr14:105940111-105942111,1,2001,11.838598868480155
chr14,105952256,105954256,chr14:105952256-105954256,1,2001,11.942787921779056
chr14,105991939,105993939,chr14:105991939-105993939,1,2001,11.937377880389834
chr14,105992441,105994441,chr14:105992441-105994441,1,2001,11.905629759271294
chr15,20746114,20748114,chr15:20746114-20748114,1,2001,11.911036169006735
chr15,21070643,21072643,chr15:21070643-21072643,3,2001,11.950807503232932
chr15,21070981,21072981,chr15:21070981-21072981,3,2001,11.95811152886674
chr15,22081803,22083803,chr15:22081803-22083803,1,2001,11.959641391960613
chr15,22082141,22084141,chr15:22082141-22084141,1,2001,11.967103731436348
chr15,22367477,22369477,chr15:22367477-22369477,1,2001,12.233761614085376
chr15,22735245,22737245,chr15:22735245-22737245,2,2001,11.983506157050696
chr15,22735267,22737267,chr15:22735267-22737267,2,2001,11.984117404095882
chr15,22832394,22834394,chr15:22832394-22834394,1,2001,11.728112060644284
chr15,22891613,22893613,chr15:22891613-22893613,1,2001,11.887061709142356
chr15,23578357,23580357,chr15:23578357-23580357,1,2001,12.077345777960216
chr15,23691390,23693390,chr15:23691390-23693390,2,2001,12.119204855445856
chr15,23809453,23811453,chr15:23809453-23811453,1,2001,12.096812389434612
chr15,23931450,23933450,chr15:23931450-23933450,5,2001,11.95015873472922
chr15,24919540,24921540,chr15:24919540-24921540,2,2001,12.016360084176295
chr15,25100658,25102658,chr15:25100658-25102658,2,2001,12.187321735547261
chr15,25199039,25201039,chr15:25199039-25201039,4,2001,12.001658747442406
chr15,25683175,25685175,chr15:25683175-25685175,3,2001,11.840779308037169
chr15,26107349,26109349,chr15:26107349-26109349,4,2001,11.84586165140926
chr15,27017223,27019223,chr15:27017223-27019223,2,2001,11.817538598081457
chr15,27110865,27112865,chr15:27110865-27112865,2,2001,11.943115524518905
chr15,27215428,27217428,chr15:27215428-27217428,7,2001,11.952578861127353
chr15,28343458,28345458,chr15:28343458-28345458,1,2001,11.67870844173826
chr15,28956567,28958567,chr15:28956567-28958567,1,2001,12.144721010394248
chr15,30260127,30262127,chr15:30260127-30262127,2,2001,11.794267093933517
chr15,30895232,30897232,chr15:30895232-30897232,2,2001,12.165729580119951
chr15,31282807,31284807,chr15:31282807-31284807,2,2001,11.932244972458705
chr15,32161875,32163875,chr15:32161875-32163875,1,2001,11.83174157805498
chr15,32321685,32323685,chr15:32321685-32323685,1,2001,11.95948654873395
chr15,32906676,32908676,chr15:32906676-32908676,1,2001,12.016595407256416
chr15,33009204,33011204,chr15:33009204-33011204,1,2001,11.834168570452164
chr15,33602162,33604162,chr15:33602162-33604162,1,2001,11.7782693767932
chr15,34393053,34395053,chr15:34393053-34395053,1,2001,12.01597206720097
chr15,34393273,34395273,chr15:34393273-34395273,1,2001,12.009890176327943
chr15,34501297,34503297,chr15:34501297-34503297,1,2001,12.018942382331415
chr15,34610021,34612021,chr15:34610021-34612021,2,2001,12.160375466527237
chr15,34634515,34636515,chr15:34634515-34636515,1,2001,11.927118538144066
chr15,35045782,35047782,chr15:35045782-35047782,2,2001,11.996355804797606
chr15,35086927,35088927,chr15:35086927-35088927,1,2001,12.092581350417083
chr15,35279497,35281497,chr15:35279497-35281497,1,2001,12.00977308439629
chr15,35376609,35378609,chr15:35376609-35378609,1,2001,12.211627868233162
chr15,36870803,36872803,chr15:36870803-36872803,1,2001,12.005170488181452
chr15,37392500,37394500,chr15:37392500-37394500,1,2001,11.804676229119941
chr15,38856007,38858007,chr15:38856007-38858007,1,2001,11.908046718679133
chr15,40074039,40076039,chr15:40074039-40076039,1,2001,12.042179439552209
chr15,40212093,40214093,chr15:40212093-40214093,1,2001,11.890004376505551
chr15,40400075,40402075,chr15:40400075-40402075,2,2001,11.964203245748664
chr15,40508628,40510628,chr15:40508628-40510628,1,2001,12.205625123603825
chr15,40573787,40575787,chr15:40573787-40575787,1,2001,11.802922660445558
chr15,40599174,40601174,chr15:40599174-40601174,1,2001,12.154406855782405
chr15,40649435,40651435,chr15:40649435-40651435,1,2001,11.94995773459542
chr15,40762159,40764159,chr15:40762159-40764159,2,2001,11.964700275453167
chr15,40856256,40858256,chr15:40856256-40858256,2,2001,12.056600188538596
chr15,40860491,40862491,chr15:40860491-40862491,1,2001,12.006460348505872
chr15,40885446,40887446,chr15:40885446-40887446,3,2001,11.975848237315576
chr15,40986377,40988377,chr15:40986377-40988377,1,2001,11.88739500704528
chr15,41046534,41048534,chr15:41046534-41048534,1,2001,11.948377758144618
chr15,41055284,41057284,chr15:41055284-41057284,1,2001,11.938507107931496
chr15,41061158,41063158,chr15:41061158-41063158,1,2001,12.125373937142967
chr15,41098273,41100273,chr15:41098273-41100273,1,2001,11.995214505054994
chr15,41098676,41100676,chr15:41098676-41100676,1,2001,11.994860176870445
chr15,41119907,41121907,chr15:41119907-41121907,1,2001,12.193728008845342
chr15,41135245,41137245,chr15:41135245-41137245,1,2001,11.925320222671116
chr15,41135642,41137642,chr15:41135642-41137642,1,2001,11.883209003340111
chr15,41165487,41167487,chr15:41165487-41167487,2,2001,11.989309941597845
chr15,41185627,41187627,chr15:41185627-41187627,6,2001,11.963880872922623
chr15,41244346,41246346,chr15:41244346-41246346,1,2001,11.953635549922362
chr15,41407444,41409444,chr15:41407444-41409444,1,2001,11.931308945497378
chr15,41521955,41523955,chr15:41521955-41523955,2,2001,11.912605780945269
chr15,41522436,41524436,chr15:41522436-41524436,2,2001,11.930236909763568
chr15,41951609,41953609,chr15:41951609-41953609,1,2001,11.91736418451665
chr15,42065631,42067631,chr15:42065631-42067631,1,2001,11.99071736138765
chr15,42119282,42121282,chr15:42119282-42121282,1,2001,11.92747231681629
chr15,42130010,42132010,chr15:42130010-42132010,1,2001,12.22251379200812
chr15,42263755,42265755,chr15:42263755-42265755,1,2001,11.920724426518909
chr15,42565365,42567365,chr15:42565365-42567365,1,2001,12.007499109638395
chr15,42748765,42750765,chr15:42748765-42750765,1,2001,12.23458402546668
chr15,42786503,42788503,chr15:42786503-42788503,1,2001,12.056822842273109
chr15,42866856,42868856,chr15:42866856-42868856,1,2001,11.897016699033527
chr15,43212007,43214007,chr15:43212007-43214007,1,2001,11.909149695013474
chr15,43662256,43664256,chr15:43662256-43664256,1,2001,11.96737143492159
chr15,44083039,44085039,chr15:44083039-44085039,2,2001,11.819955355193072
chr15,44091295,44093295,chr15:44091295-44093295,2,2001,12.092212190363176
chr15,44091618,44093618,chr15:44091618-44093618,2,2001,12.088081487157615
chr15,44486492,44488492,chr15:44486492-44488492,2,2001,11.964503826930486
chr15,44579908,44581908,chr15:44579908-44581908,1,2001,11.620345987151921
chr15,44718578,44720578,chr15:44718578-44720578,1,2001,11.973828235765954
chr15,44954876,44956876,chr15:44954876-44956876,1,2001,12.03023848838703
chr15,45002684,45004684,chr15:45002684-45004684,1,2001,11.982227066290598
chr15,45247899,45249899,chr15:45247899-45249899,2,2001,12.140269464736207
chr15,45421059,45423059,chr15:45421059-45423059,2,2001,11.994811635437177
chr15,45421191,45423191,chr15:45421191-45423191,2,2001,11.996304029149638
chr15,45479165,45481165,chr15:45479165-45481165,2,2001,11.928893615478014
chr15,45669980,45671980,chr15:45669980-45671980,1,2001,11.922694981691167
chr15,45721726,45723726,chr15:45721726-45723726,1,2001,12.010657999920117
chr15,48009685,48011685,chr15:48009685-48011685,2,2001,11.820787302787247
chr15,48412168,48414168,chr15:48412168-48414168,3,2001,12.1721012155012
chr15,48469558,48471558,chr15:48469558-48471558,2,2001,12.060329960532124
chr15,48497497,48499497,chr15:48497497-48499497,2,2001,12.241220912306526
chr15,49169289,49171289,chr15:49169289-49171289,1,2001,12.037882486198033
chr15,49254641,49256641,chr15:49254641-49256641,2,2001,12.044772435426843
chr15,49337760,49339760,chr15:49337760-49339760,1,2001,12.065447012193072
chr15,49714374,49716374,chr15:49714374-49716374,1,2001,12.242785902944224
chr15,49912118,49914118,chr15:49912118-49914118,1,2001,12.023174751682703
chr15,49912128,49914128,chr15:49912128-49914128,1,2001,12.023101707684939
chr15,49912225,49914225,chr15:49912225-49914225,1,2001,12.026352989706915
chr15,50410419,50412419,chr15:50410419-50412419,1,2001,12.246446855225138
chr15,50557162,50559162,chr15:50557162-50559162,2,2001,12.192908903329238
chr15,50715573,50717573,chr15:50715573-50717573,1,2001,11.988418028302481
chr15,50978012,50980012,chr15:50978012-50980012,2,2001,11.932586838366605
chr15,51056910,51058910,chr15:51056910-51058910,2,2001,11.990005045493257
chr15,51199868,51201868,chr15:51199868-51201868,1,2001,11.875025720881036
chr15,51385902,51387902,chr15:51385902-51387902,1,2001,11.858619075990779
chr15,51632700,51634700,chr15:51632700-51634700,1,2001,12.000898384771808
chr15,51668442,51670442,chr15:51668442-51670442,3,2001,12.229724455151636
chr15,52120824,52122824,chr15:52120824-52122824,3,2001,11.994333941917944
chr15,52262998,52264998,chr15:52262998-52264998,1,2001,11.964982789679587
chr15,52310410,52312410,chr15:52310410-52312410,1,2001,11.854320909330308
chr15,52586995,52588995,chr15:52586995-52588995,1,2001,11.960755562515708
chr15,52820247,52822247,chr15:52820247-52822247,1,2001,11.877002750618647
chr15,52860329,52862329,chr15:52860329-52862329,1,2001,11.963426299437392
chr15,52860643,52862643,chr15:52860643-52862643,1,2001,11.976879883445166
chr15,53832300,53834300,chr15:53832300-53834300,1,2001,12.08372944443389
chr15,55561592,55563592,chr15:55561592-55563592,2,2001,12.194813768863428
chr15,55610392,55612392,chr15:55610392-55612392,1,2001,12.014872382182485
chr15,55699574,55701574,chr15:55699574-55701574,1,2001,11.97941299114535
chr15,55699708,55701708,chr15:55699708-55701708,1,2001,11.979339785540848
chr15,55699722,55701722,chr15:55699722-55701722,1,2001,11.979571869205358
chr15,55799432,55801432,chr15:55799432-55801432,1,2001,12.187998056801483
chr15,55880050,55882050,chr15:55880050-55882050,2,2001,11.847129348221337
chr15,56034317,56036317,chr15:56034317-56036317,1,2001,11.921206791723215
chr15,56756335,56758335,chr15:56756335-56758335,1,2001,12.030088600110203
chr15,57209832,57211832,chr15:57209832-57211832,1,2001,11.8568130574343
chr15,58429394,58431394,chr15:58429394-58431394,1,2001,12.22124811406974
chr15,58723174,58725174,chr15:58723174-58725174,2,2001,12.149048526640195
chr15,59729371,59731371,chr15:59729371-59731371,1,2001,11.89404871855291
chr15,60295420,60297420,chr15:60295420-60297420,1,2001,11.931670861129506
chr15,60689185,60691185,chr15:60689185-60691185,1,2001,11.828029085566063
chr15,60918729,60920729,chr15:60918729-60920729,2,2001,12.230442853310603
chr15,61520502,61522502,chr15:61520502-61522502,1,2001,11.899294906412562
chr15,62358175,62360175,chr15:62358175-62360175,1,2001,12.027423470389133
chr15,62938509,62940509,chr15:62938509-62940509,1,2001,12.209543567343472
chr15,63448741,63450741,chr15:63448741-63450741,1,2001,11.96362030565947
chr15,63480727,63482727,chr15:63480727-63482727,1,2001,11.97803035404525
chr15,63568748,63570748,chr15:63568748-63570748,1,2001,11.897412573263294
chr15,63795709,63797709,chr15:63795709-63797709,1,2001,11.852027372078547
chr15,64125147,64127147,chr15:64125147-64127147,1,2001,11.890474641719782
chr15,64385207,64387207,chr15:64385207-64387207,1,2001,11.989980251848827
chr15,64387082,64389082,chr15:64387082-64389082,2,2001,12.059362951681221
chr15,64442915,64444915,chr15:64442915-64444915,3,2001,11.932685542710928
chr15,64454354,64456354,chr15:64454354-64456354,1,2001,11.992677812528282
chr15,64672709,64674709,chr15:64672709-64674709,1,2001,12.035711919619498
chr15,64679002,64681002,chr15:64679002-64681002,3,2001,12.04847943574865
chr15,64679008,64681008,chr15:64679008-64681008,3,2001,12.048579993412018
chr15,65066786,65068786,chr15:65066786-65068786,1,2001,11.820727155623398
chr15,65116867,65118867,chr15:65116867-65118867,1,2001,11.905401567626024
chr15,65397697,65399697,chr15:65397697-65399697,2,2001,12.146418136741422
chr15,65425174,65427174,chr15:65425174-65427174,2,2001,11.914480756739323
chr15,65476758,65478758,chr15:65476758-65478758,1,2001,11.962128757505434
chr15,65578181,65580181,chr15:65578181-65580181,1,2001,11.974956304902074
chr15,65669378,65671378,chr15:65669378-65671378,1,2001,11.932016125331034
chr15,65714410,65716410,chr15:65714410-65716410,1,2001,11.87606105288757
chr15,65809051,65811051,chr15:65809051-65811051,2,2001,12.011226454325602
chr15,65821826,65823826,chr15:65821826-65823826,1,2001,11.944673131583322
chr15,65902627,65904627,chr15:65902627-65904627,2,2001,12.019089980820112
chr15,65913269,65915269,chr15:65913269-65915269,2,2001,12.2559630582052
chr15,65934242,65936242,chr15:65934242-65936242,1,2001,12.204111585479394
chr15,66160796,66162796,chr15:66160796-66162796,1,2001,11.998199614782536
chr15,66545075,66547075,chr15:66545075-66547075,1,2001,11.908481200602848
chr15,66648054,66650054,chr15:66648054-66650054,1,2001,11.980547913875556
chr15,66789153,66791153,chr15:66789153-66791153,2,2001,12.069216062275176
chr15,66796193,66798193,chr15:66796193-66798193,1,2001,12.043604314663908
chr15,66796420,66798420,chr15:66796420-66798420,1,2001,12.049847688999382
chr15,67357194,67359194,chr15:67357194-67359194,1,2001,11.842533389693779
chr15,67417053,67419053,chr15:67417053-67419053,1,2001,12.164030573367478
chr15,67546074,67548074,chr15:67546074-67548074,1,2001,12.002190338157376
chr15,67546137,67548137,chr15:67546137-67548137,1,2001,12.004091892219748
chr15,67546536,67548536,chr15:67546536-67548536,1,2001,12.012746939357234
chr15,68345913,68347913,chr15:68345913-68347913,1,2001,11.972015834922903
chr15,68521080,68523080,chr15:68521080-68523080,1,2001,11.912088510976057
chr15,68723492,68725492,chr15:68723492-68725492,2,2001,11.987360099738897
chr15,68870307,68872307,chr15:68870307-68872307,2,2001,11.879008475668492
chr15,68907878,68909878,chr15:68907878-68909878,1,2001,12.202900694000348
