chromosome,start,end,count,length
chr13,39563996,39565996,2,2001
chr13,39611213,39613213,2,2001
chr13,39611447,39613447,1,2001
chr13,40176356,40178356,2,2001
chr13,40228763,40230763,2,2001
chr13,41239734,41241734,0,2001
chr13,41344347,41346347,3,2001
chr13,41362546,41364546,1,2001
chr13,41555418,41557418,2,2001
chr13,41592508,41594508,2,2001
chr13,41634392,41636392,0,2001
chr13,41705936,41707936,0,2001
chr13,41767720,41769720,1,2001
chr13,41836817,41838817,0,2001
chr13,41884340,41886340,2,2001
chr13,41885174,41887174,1,2001
chr13,42030541,42032541,0,2001
chr13,42534221,42536221,0,2001
chr13,42613171,42615171,0,2001
chr13,42621843,42623843,1,2001
chr13,42845288,42847288,1,2001
chr13,43147290,43149290,0,2001
chr13,43354685,43356685,3,2001
chr13,43565448,43567448,0,2001
chr13,43596361,43598361,0,2001
chr13,44202613,44204613,0,2001
chr13,44360116,44362116,0,2001
chr13,44452313,44454313,0,2001
chr13,44452731,44454731,0,2001
chr13,44452872,44454872,0,2001
chr13,44452962,44454962,0,2001
chr13,44734393,44736393,2,2001
chr13,44946977,44948977,1,2001
chr13,45010060,45012060,0,2001
chr13,45010390,45012390,0,2001
chr13,45562613,45564613,2,2001
chr13,45562664,45564664,2,2001
chr13,45693630,45695630,1,2001
chr13,45774175,45776175,1,2001
chr13,45914419,45916419,0,2001
chr13,45991590,45993590,0,2001
chr13,46038029,46040029,1,2001
chr13,46188874,46190874,0,2001
chr13,46275438,46277438,2,2001
chr13,46424846,46426846,0,2001
chr13,46625913,46627913,1,2001
chr13,46678211,46680211,0,2001
chr13,46755459,46757459,2,2001
chr13,46785077,46787077,2,2001
chr13,46960635,46962635,0,2001
chr13,46963177,46965177,0,2001
chr13,47126295,47128295,0,2001
chr13,47370367,47372367,0,2001
chr13,47470211,47472211,1,2001
chr13,48574462,48576462,2,2001
chr13,48610702,48612702,2,2001
chr13,48668277,48670277,1,2001
chr13,48806273,48808273,0,2001
chr13,48876882,48878882,1,2001
chr13,49000043,49002043,1,2001
chr13,49017840,49019840,3,2001
chr13,49106392,49108392,1,2001
chr13,49226846,49228846,1,2001
chr13,49549047,49551047,1,2001
chr13,49683438,49685438,2,2001
chr13,49793473,49795473,0,2001
chr13,49821046,49823046,0,2001
chr13,49974674,49976674,2,2001
chr13,50017262,50019262,0,2001
chr13,50017428,50019428,1,2001
chr13,50068745,50070745,0,2001
chr13,50158719,50160719,0,2001
chr13,50201434,50203434,1,2001
chr13,50264623,50266623,2,2001
chr13,50366057,50368057,0,2001
chr13,50509637,50511637,1,2001
chr13,50570142,50572142,0,2001
chr13,50588389,50590389,0,2001
chr13,51417075,51419075,1,2001
chr13,51482813,51484813,0,2001
chr13,51684364,51686364,1,2001
chr13,51795469,51797469,1,2001
chr13,51914167,51916167,1,2001
chr13,52026275,52028275,0,2001
chr13,52157483,52159483,0,2001
chr13,52377298,52379298,1,2001
chr13,52418288,52420288,0,2001
chr13,52435083,52437083,2,2001
chr13,52584630,52586630,1,2001
chr13,52585522,52587522,1,2001
chr13,52597826,52599826,1,2001
chr13,52702228,52704228,1,2001
chr13,52732996,52734996,1,2001
chr13,52979629,52981629,0,2001
chr13,53023813,53025813,1,2001
chr13,53028494,53030494,1,2001
chr13,53190604,53192604,2,2001
chr13,53225825,53227825,5,2001
chr13,53312947,53314947,2,2001
chr13,53421775,53423775,2,2001
chr13,53601875,53603875,2,2001
chr13,57714051,57716051,0,2001
chr13,57720621,57722621,0,2001
chr13,57727194,57729194,0,2001
chr13,57733765,57735765,0,2001
chr13,57740330,57742330,0,2001
chr13,58204788,58206788,2,2001
chr13,60737119,60739119,3,2001
chr13,60969590,60971590,1,2001
chr13,60970426,60972426,1,2001
chr13,61988655,61990655,3,2001
chr13,67803468,67805468,0,2001
chr13,70681625,70683625,2,2001
chr13,72440330,72442330,1,2001
chr13,73300886,73302886,1,2001
chr13,73300938,73302938,1,2001
chr13,73301041,73303041,1,2001
chr13,73355160,73357160,0,2001
chr13,73355266,73357266,0,2001
chr13,73628113,73630113,0,2001
chr13,74707066,74709066,1,2001
chr13,76055304,76057304,0,2001
chr13,76111008,76113008,0,2001
chr13,76122615,76124615,1,2001
chr13,76122885,76124885,2,2001
chr13,76193569,76195569,0,2001
chr13,76209423,76211423,0,2001
chr13,76444173,76446173,1,2001
chr13,77459540,77461540,1,2001
chr13,77525623,77527623,0,2001
chr13,77565058,77567058,0,2001
chr13,77600331,77602331,1,2001
chr13,77900177,77902177,1,2001
chr13,78108808,78110808,2,2001
chr13,78272015,78274015,2,2001
chr13,78314294,78316294,1,2001
chr13,78548858,78550858,3,2001
chr13,79176695,79178695,4,2001
chr13,79232314,79234314,8,2001
chr13,79979356,79981356,0,2001
chr13,80054258,80056258,4,2001
chr13,80913243,80915243,0,2001
chr13,84455528,84457528,3,2001
chr13,86372483,86374483,5,2001
chr13,88323869,88325869,2,2001
chr13,92049872,92051872,1,2001
chr13,93878060,93880060,0,2001
chr13,95130936,95132936,1,2001
chr13,95247529,95249529,0,2001
chr13,95253103,95255103,2,2001
chr13,95363797,95365797,0,2001
chr13,95952700,95954700,0,2001
chr13,96084852,96086852,1,2001
chr13,96203946,96205946,1,2001
chr13,96295960,96297960,2,2001
chr13,96328392,96330392,0,2001
chr13,96704736,96706736,0,2001
chr13,96742092,96744092,0,2001
chr13,97645730,97647730,5,2001
chr13,97873542,97875542,2,2001
chr13,97873549,97875549,3,2001
chr13,98085474,98087474,1,2001
chr13,98604928,98606928,1,2001
chr13,98794351,98796351,0,2001
chr13,98828521,98830521,3,2001
chr13,99173379,99175379,0,2001
chr13,99228405,99230405,0,2001
chr13,99403929,99405929,0,2001
chr13,99629338,99631338,1,2001
chr13,99737660,99739660,0,2001
chr13,99851678,99853678,0,2001
chr13,99852162,99854162,0,2001
chr13,99909682,99911682,0,2001
chr13,99958749,99960749,0,2001
chr13,100152627,100154627,1,2001
chr13,100257917,100259917,1,2001
chr13,100623163,100625163,0,2001
chr13,100633009,100635009,0,2001
chr13,100740268,100742268,1,2001
chr13,101185056,101187056,0,2001
chr13,101240046,101242046,1,2001
chr13,101326189,101328189,1,2001
chr13,102067859,102069859,2,2001
chr13,102103943,102105943,1,2001
chr13,102962036,102964036,3,2001
chr13,103248285,103250285,0,2001
chr13,103345871,103347871,1,2001
chr13,103410422,103412422,2,2001
chr13,103425171,103427171,0,2001
chr13,103450398,103452398,1,2001
chr13,103450404,103452404,1,2001
chr13,103458495,103460495,0,2001
chr13,103497190,103499190,1,2001
chr13,103718196,103720196,1,2001
chr13,106117564,106119564,3,2001
chr13,107186388,107188388,0,2001
chr13,107219514,107221514,0,2001
chr13,108518460,108520460,1,2001
chr13,108866130,108868130,0,2001
chr13,108869716,108871716,0,2001
chr13,108869762,108871762,0,2001
chr13,108920976,108922976,1,2001
chr13,109247499,109249499,5,2001
chr13,109280569,109282569,2,2001
chr13,110437914,110439914,0,2001
chr13,110958504,110960504,1,2001
chr13,110958613,110960613,1,2001
chr13,111114634,111116634,2,2001
chr13,111213084,111215084,2,2001
chr13,111266930,111268930,0,2001
chr13,111357527,111359527,1,2001
chr13,111357862,111359862,1,2001
chr13,111366358,111368358,0,2001
chr13,111366783,111368783,1,2001
chr13,111566454,111568454,0,2001
chr13,111765965,111767965,0,2001
chr13,111967531,111969531,2,2001
chr13,111971990,111973990,0,2001
chr13,112720912,112722912,0,2001
chr13,113029650,113031650,4,2001
chr13,113241499,113243499,0,2001
chr13,113300357,113302357,0,2001
chr13,113343642,113345642,1,2001
chr13,113622534,113624534,0,2001
chr13,113759101,113761101,0,2001
chr13,113776112,113778112,1,2001
chr13,113811967,113813967,0,2001
chr13,113862085,113864085,0,2001
chr13,113862234,113864234,0,2001
chr13,113862818,113864818,0,2001
chr13,113950468,113952468,2,2001
chr13,114017463,114019463,0,2001
chr13,114106839,114108839,0,2001
chr13,114144023,114146023,0,2001
chr13,114144052,114146052,0,2001
chr13,114238055,114240055,0,2001
chr13,114311513,114313513,4,2001
chr13,114320596,114322596,0,2001
chr13,114461215,114463215,2,2001
chr13,114566076,114568076,1,2001
chr13,114597075,114599075,3,2001
chr13,114897098,114899098,0,2001
chr13,114999319,115001319,3,2001
chr13,115046058,115048058,1,2001
chr13,115078809,115080809,3,2001
chr14,19376593,19378593,0,2001
chr14,19552364,19554364,0,2001
chr14,20019272,20021272,1,2001
chr14,20181491,20183491,0,2001
chr14,20214586,20216586,3,2001
chr14,20247481,20249481,4,2001
chr14,20270928,20272928,1,2001
chr14,20336602,20338602,3,2001
chr14,20343426,20345426,4,2001
chr14,20387765,20389765,4,2001
chr14,20402766,20404766,0,2001
chr14,20442677,20444677,3,2001
chr14,20482352,20484352,2,2001
chr14,20501917,20503917,3,2001
chr14,20527203,20529203,1,2001
chr14,20584565,20586565,2,2001
chr14,20610894,20612894,3,2001
chr14,20664494,20666494,2,2001
chr14,20690868,20692868,4,2001
chr14,20709950,20711950,0,2001
chr14,20773153,20775153,2,2001
chr14,20800471,20802471,0,2001
chr14,20810772,20812772,1,2001
chr14,20880579,20882579,1,2001
chr14,20902801,20904801,1,2001
chr14,20922267,20924267,0,2001
chr14,20922289,20924289,0,2001
chr14,20928771,20930771,0,2001
chr14,20936537,20938537,3,2001
chr14,20977630,20979630,0,2001
chr14,21028090,21030090,3,2001
chr14,21057417,21059417,2,2001
chr14,21057982,21059982,2,2001
chr14,21108850,21110850,0,2001
chr14,21151371,21153371,3,2001
chr14,21155931,21157931,3,2001
chr14,21213098,21215098,0,2001
chr14,21235585,21237585,1,2001
chr14,21248209,21250209,2,2001
chr14,21270036,21272036,2,2001
chr14,21358561,21360561,2,2001
chr14,21422629,21424629,2,2001
chr14,21456964,21458964,3,2001
chr14,21466413,21468413,0,2001
chr14,21497344,21499344,0,2001
chr14,21501944,21503944,2,2001
chr14,21509384,21511384,2,2001
chr14,21524980,21526980,2,2001
chr14,21537418,21539418,0,2001
chr14,21538031,21540031,0,2001
chr14,21566095,21568095,0,2001
chr14,21566173,21568173,0,2001
chr14,21623184,21625184,1,2001
chr14,21736638,21738638,3,2001
chr14,21755135,21757135,1,2001
chr14,21851425,21853425,1,2001
chr14,21898867,21900867,2,2001
chr14,21904457,21906457,0,2001
chr14,21943832,21945832,3,2001
chr14,21944334,21946334,2,2001
chr14,21978517,21980517,0,2001
chr14,22004350,22006350,0,2001
chr14,22037875,22039875,1,2001
chr14,22102096,22104096,2,2001
chr14,22132296,22134296,0,2001
chr14,22138232,22140232,2,2001
chr14,23057143,23059143,1,2001
chr14,23066146,23068146,0,2001
chr14,23102749,23104749,1,2001
chr14,23234730,23236730,1,2001
chr14,23284107,23286107,1,2001
chr14,23298091,23300091,0,2001
chr14,23304741,23306741,1,2001
chr14,23339925,23341925,3,2001
chr14,23351431,23353431,1,2001
chr14,23387396,23389396,0,2001
chr14,23397794,23399794,0,2001
chr14,23425351,23427351,2,2001
chr14,23450851,23452851,0,2001
chr14,23478410,23480410,2,2001
chr14,23503354,23505354,0,2001
chr14,23503429,23505429,0,2001
chr14,23510375,23512375,1,2001
chr14,23525747,23527747,0,2001
chr14,23563682,23565682,1,2001
chr14,23563823,23565823,1,2001
chr14,23573188,23575188,2,2001
chr14,23587820,23589820,0,2001
chr14,23623667,23625667,2,2001
chr14,23706126,23708126,0,2001
chr14,23754309,23756309,0,2001
chr14,23771057,23773057,0,2001
chr14,23774970,23776970,1,2001
chr14,23775068,23777068,1,2001
chr14,23788396,23790396,0,2001
chr14,23820660,23822660,1,2001
chr14,23833842,23835842,1,2001
chr14,23841069,23843069,3,2001
chr14,23845016,23847016,2,2001
chr14,23876486,23878486,2,2001
chr14,23903895,23905895,5,2001
chr14,23937897,23939897,2,2001
chr14,24019858,24021858,0,2001
chr14,24024190,24026190,0,2001
chr14,24036045,24038045,0,2001
chr14,24047009,24049009,0,2001
chr14,24098323,24100323,4,2001
chr14,24104572,24106572,3,2001
chr14,24421943,24423943,3,2001
chr14,24438223,24440223,1,2001
chr14,24475217,24477217,0,2001
chr14,24520205,24522205,0,2001
chr14,24539045,24541045,1,2001
chr14,24562339,24564339,0,2001
chr14,24582905,24584905,2,2001
chr14,24583223,24585223,2,2001
chr14,24599674,24601674,0,2001
chr14,24604366,24606366,0,2001
chr14,24609797,24611797,1,2001
chr14,24614855,24616855,1,2001
chr14,24615083,24617083,1,2001
chr14,24615658,24617658,1,2001
chr14,24629421,24631421,1,2001
chr14,24640233,24642233,1,2001
chr14,24657124,24659124,0,2001
chr14,24663942,24665942,3,2001
chr14,24673925,24675925,0,2001
chr14,24682036,24684036,0,2001
chr14,24684276,24686276,0,2001
chr14,24700576,24702576,1,2001
chr14,24700591,24702591,1,2001
chr14,24700627,24702627,1,2001
chr14,24701077,24703077,1,2001
chr14,24710880,24712880,3,2001
chr14,24731416,24733416,0,2001
chr14,24739833,24741833,1,2001
chr14,24767666,24769666,1,2001
chr14,24768039,24770039,0,2001
chr14,24768059,24770059,0,2001
chr14,24778356,24780356,1,2001
chr14,24779583,24781583,0,2001
chr14,24779704,24781704,0,2001
chr14,24803277,24805277,3,2001
chr14,24808242,24810242,1,2001
chr14,24835116,24837116,0,2001
chr14,24836225,24838225,0,2001
chr14,24866991,24868991,1,2001
chr14,24897491,24899491,0,2001
chr14,24897731,24899731,0,2001
chr14,24911111,24913111,1,2001
chr14,24976471,24978471,3,2001
chr14,25044466,25046466,1,2001
chr14,25077926,25079926,0,2001
chr14,25102475,25104475,4,2001
chr14,25518503,25520503,0,2001
chr14,27065960,27067960,1,2001
chr14,29235277,29237277,1,2001
chr14,30395899,30397899,0,2001
chr14,30395948,30397948,1,2001
chr14,31027328,31029328,1,2001
chr14,31090459,31092459,3,2001
chr14,31090524,31092524,3,2001
chr14,31342740,31344740,0,2001
chr14,31493675,31495675,0,2001
chr14,31494607,31496607,0,2001
chr14,31675729,31677729,0,2001
chr14,31888788,31890788,0,2001
chr14,31925680,31927680,0,2001
chr14,31956151,31958151,1,2001
chr14,32029590,32031590,3,2001
chr14,32046121,32048121,1,2001
chr14,32545494,32547494,0,2001
chr14,32797478,32799478,0,2001
chr14,33407458,33409458,1,2001
chr14,34419032,34421032,1,2001
chr14,34930468,34932468,0,2001
chr14,35007943,35009943,1,2001
chr14,35182761,35184761,1,2001
chr14,35183029,35185029,2,2001
chr14,35343853,35345853,0,2001
chr14,35451103,35453103,2,2001
chr14,35513112,35515112,3,2001
chr14,35514449,35516449,0,2001
chr14,35590526,35592526,1,2001
chr14,35590748,35592748,0,2001
chr14,35760522,35762522,2,2001
chr14,35872960,35874960,1,2001
chr14,36002247,36004247,0,2001
chr14,36277529,36279529,1,2001
chr14,36294596,36296596,4,2001
chr14,36788882,36790882,2,2001
chr14,36981990,36983990,1,2001
chr14,36987903,36989903,1,2001
chr14,36988430,36990430,1,2001
chr14,37050819,37052819,1,2001
chr14,37640865,37642865,0,2001
chr14,37666117,37668117,2,2001
chr14,38063325,38065325,1,2001
chr14,38063403,38065403,1,2001
chr14,38676203,38678203,0,2001
chr14,38724575,38726575,1,2001
chr14,39571732,39573732,1,2001
chr14,39582487,39584487,2,2001
chr14,39638634,39640634,1,2001
chr14,39643386,39645386,1,2001
chr14,39702124,39704124,2,2001
chr14,39734501,39736501,0,2001
chr14,39900704,39902704,1,2001
chr14,42075058,42077058,1,2001
chr14,44975499,44977499,0,2001
chr14,45365506,45367506,3,2001
chr14,45429335,45431335,1,2001
chr14,45430392,45432392,2,2001
chr14,45552301,45554301,2,2001
chr14,45602732,45604732,3,2001
chr14,45604141,45606141,2,2001
chr14,45721605,45723605,1,2001
chr14,47120028,47122028,1,2001
chr14,47811449,47813449,4,2001
chr14,48143157,48145157,1,2001
chr14,50052134,50054134,2,2001
chr14,50064414,50066414,1,2001
chr14,50086403,50088403,1,2001
chr14,50086488,50088488,1,2001
chr14,50100948,50102948,1,2001
chr14,50154098,50156098,1,2001
chr14,50158822,50160822,0,2001
chr14,50233786,50235786,0,2001
chr14,50318921,50320921,2,2001
chr14,50358735,50360735,0,2001
chr14,50582297,50584297,3,2001
chr14,50697411,50699411,2,2001
chr14,50777947,50779947,2,2001
chr14,50778046,50780046,2,2001
chr14,50863122,50865122,2,2001
chr14,50998376,51000376,0,2001
chr14,50998799,51000799,1,2001
chr14,51134071,51136071,2,2001
chr14,51296839,51298839,0,2001
chr14,51337877,51339877,1,2001
chr14,51410248,51412248,1,2001
chr14,51561422,51563422,2,2001
chr14,51705885,51707885,2,2001
chr14,51954838,51956838,1,2001
chr14,52117575,52119575,0,2001
chr14,52326021,52328021,1,2001
chr14,52455227,52457227,1,2001
chr14,52534946,52536946,0,2001
chr14,52733430,52735430,0,2001
chr14,52780015,52782015,0,2001
chr14,53018301,53020301,0,2001
chr14,53018865,53020865,0,2001
chr14,53161649,53163649,1,2001
chr14,53172895,53174895,4,2001
chr14,53195882,53197882,3,2001
chr14,53257386,53259386,1,2001
chr14,53416815,53418815,0,2001
chr14,53619046,53621046,1,2001
chr14,54422609,54424609,2,2001
chr14,54862672,54864672,0,2001
chr14,54907148,54909148,0,2001
chr14,54954744,54956744,3,2001
chr14,54975586,54977586,1,2001
chr14,55033329,55035329,1,2001
chr14,55368542,55370542,1,2001
chr14,55492819,55494819,0,2001
chr14,55492843,55494843,0,2001
chr14,55517361,55519361,0,2001
chr14,55594934,55596934,2,2001
chr14,55657396,55659396,2,2001
chr14,55737020,55739020,1,2001
chr14,55877576,55879576,1,2001
chr14,55906263,55908263,0,2001
chr14,56045924,56047924,0,2001
chr14,56584092,56586092,0,2001
chr14,57045510,57047510,2,2001
chr14,57276194,57278194,0,2001
chr14,57734605,57736605,2,2001
chr14,57734617,57736617,2,2001
chr14,57856270,57858270,0,2001
chr14,57959581,57961581,1,2001
chr14,58331592,58333592,0,2001
chr14,58617957,58619957,1,2001
chr14,58665832,58667832,1,2001
chr14,58710522,58712522,3,2001
chr14,58764221,58766221,0,2001
chr14,58861643,58863643,2,2001
chr14,58893102,58895102,0,2001
chr14,58893332,58895332,0,2001
chr14,58893393,58895393,0,2001
chr14,59103756,59105756,0,2001
chr14,59654380,59656380,0,2001
chr14,59729158,59731158,2,2001
chr14,59931059,59933059,1,2001
chr14,59950073,59952073,1,2001
chr14,59950160,59952160,1,2001
chr14,60042549,60044549,1,2001
chr14,60385430,60387430,2,2001
chr14,60557628,60559628,0,2001
chr14,60631211,60633211,0,2001
chr14,60635582,60637582,2,2001
chr14,60714965,60716965,0,2001
chr14,60951764,60953764,3,2001
chr14,60974937,60976937,0,2001
chr14,61115155,61117155,1,2001
chr14,61189852,61191852,0,2001
chr14,61200458,61202458,3,2001
chr14,61446797,61448797,1,2001
chr14,61446831,61448831,1,2001
chr14,61447408,61449408,1,2001
chr14,61747530,61749530,0,2001
chr14,61787160,61789160,0,2001
chr14,62161118,62163118,2,2001
chr14,62163339,62165339,1,2001
chr14,62228074,62230074,2,2001
chr14,62461540,62463540,2,2001
chr14,63510956,63512956,5,2001
chr14,63670101,63672101,1,2001
chr14,63784593,63786593,2,2001
chr14,64009113,64011113,0,2001
chr14,64107641,64109641,1,2001
chr14,64193813,64195813,0,2001
chr14,64318682,64320682,0,2001
chr14,64760128,64762128,4,2001
chr14,64931216,64933216,0,2001
chr14,64969563,64971563,1,2001
chr14,64970291,64972291,1,2001
chr14,64970931,64972931,1,2001
chr14,65006185,65008185,0,2001
chr14,65015619,65017619,1,2001
chr14,65170125,65172125,0,2001
chr14,65288866,65290866,3,2001
chr14,65380078,65382078,1,2001
chr14,65408623,65410623,1,2001
chr14,65437875,65439875,0,2001
chr14,65452506,65454506,0,2001
chr14,65568262,65570262,0,2001
chr14,65876309,65878309,1,2001
chr14,66952088,66954088,1,2001
chr14,66973124,66975124,0,2001
chr14,67655109,67657109,0,2001
chr14,67707011,67709011,0,2001
chr14,67825720,67827720,1,2001
chr14,67826033,67828033,1,2001
chr14,67877917,67879917,0,2001
chr14,67954449,67956449,0,2001
chr14,67981021,67983021,1,2001
chr14,67999007,68001007,0,2001
chr14,68066017,68068017,0,2001
chr14,68085578,68087578,2,2001
chr14,68140602,68142602,1,2001
chr14,68161510,68163510,1,2001
chr14,68167602,68169602,1,2001
chr14,68282306,68284306,0,2001
chr14,68285495,68287495,4,2001
chr14,69259631,69261631,0,2001
chr14,69445083,69447083,0,2001
chr14,69618914,69620914,1,2001
chr14,69657193,69659193,0,2001
chr14,69725680,69727680,0,2001
chr14,69864021,69866021,0,2001
chr14,69864384,69866384,0,2001
chr14,69950470,69952470,0,2001
chr14,70040600,70042600,2,2001
chr14,70077309,70079309,0,2001
chr14,70232828,70234828,0,2001
chr14,70263006,70265006,1,2001
chr14,70345113,70347113,0,2001
chr14,70545934,70547934,2,2001
chr14,70825448,70827448,2,2001
chr14,70882807,70884807,0,2001
chr14,70917873,70919873,2,2001
chr14,71000732,71002732,1,2001
chr14,71066407,71068407,0,2001
chr14,71107503,71109503,1,2001
chr14,71274888,71276888,0,2001
chr14,71373121,71375121,0,2001
chr14,71786193,71788193,0,2001
chr14,72398754,72400754,1,2001
chr14,73359824,73361824,1,2001
chr14,73392039,73394039,1,2001
chr14,73492920,73494920,0,2001
chr14,73524220,73526220,2,2001
chr14,73602142,73604142,2,2001
chr14,73703204,73705204,0,2001
chr14,73924286,73926286,0,2001
chr14,73956638,73958638,0,2001
chr14,74002927,74004927,1,2001
chr14,74024651,74026651,3,2001
chr14,74034762,74036762,0,2001
chr14,74057409,74059409,0,2001
chr14,74082547,74084547,0,2001
chr14,74110577,74112577,2,2001
chr14,74180128,74182128,0,2001
chr14,74226001,74228001,0,2001
chr14,74252961,74254961,2,2001
chr14,74317533,74319533,2,2001
chr14,74352317,74354317,0,2001
chr14,74415954,74417954,3,2001
chr14,74416117,74418117,1,2001
chr14,74485026,74487026,0,2001
chr14,74485058,74487058,0,2001
chr14,74550196,74552196,2,2001
chr14,74550655,74552655,2,2001
chr14,74705174,74707174,1,2001
chr14,74768767,74770767,1,2001
chr14,74814165,74816165,2,2001
chr14,74891805,74893805,1,2001
chr14,74959084,74961084,0,2001
chr14,74959422,74961422,0,2001
chr14,75078034,75080034,1,2001
chr14,75178807,75180807,3,2001
chr14,75178849,75180849,3,2001
chr14,75178872,75180872,3,2001
chr14,75229068,75231068,0,2001
chr14,75329537,75331537,2,2001
chr14,75347593,75349593,1,2001
chr14,75421467,75423467,2,2001
chr14,75468611,75470611,3,2001
chr14,75517235,75519235,1,2001
chr14,75529752,75531752,1,2001
chr14,75535279,75537279,1,2001
chr14,75592783,75594783,1,2001
chr14,75642349,75644349,0,2001
chr14,75744480,75746480,1,2001
chr14,75893508,75895508,0,2001
chr14,75894059,75896059,1,2001
chr14,75987783,75989783,0,2001
chr14,76043939,76045939,0,2001
chr14,76070804,76072804,0,2001
chr14,76126538,76128538,0,2001
chr14,76126550,76128550,0,2001
chr14,76447365,76449365,0,2001
chr14,76451095,76453095,2,2001
chr14,76617227,76619227,1,2001
chr14,76836689,76838689,1,2001
chr14,77227234,77229234,0,2001
chr14,77278283,77280283,1,2001
chr14,77291724,77293724,2,2001
chr14,77494042,77496042,1,2001
chr14,77563577,77565577,0,2001
chr14,77607134,77609134,1,2001
chr14,77647101,77649101,0,2001
chr14,77736655,77738655,1,2001
chr14,77786225,77788225,0,2001
chr14,77786229,77788229,0,2001
chr14,77842452,77844452,0,2001
chr14,77842720,77844720,0,2001
chr14,77888399,77890399,0,2001
chr14,77922983,77924983,1,2001
chr14,77923219,77925219,2,2001
chr14,77923372,77925372,1,2001
chr14,77964210,77966210,1,2001
chr14,78082110,78084110,1,2001
chr14,78173356,78175356,1,2001
chr14,78173413,78175413,1,2001
chr14,78226172,78228172,1,2001
chr14,78226497,78228497,2,2001
chr14,78265425,78267425,3,2001
chr14,79744681,79746681,0,2001
chr14,80696397,80698397,3,2001
chr14,81404884,81406884,1,2001
chr14,81420868,81422868,3,2001
chr14,81686296,81688296,0,2001
chr14,81892556,81894556,1,2001
chr14,81892748,81894748,0,2001
chr14,81999205,82001205,1,2001
chr14,85998665,86000665,1,2001
chr14,88458615,88460615,2,2001
chr14,88470467,88472467,1,2001
chr14,88792256,88794256,1,2001
chr14,88850987,88852987,2,2001
chr14,89020123,89022123,1,2001
chr14,89028252,89030252,2,2001
chr14,89258096,89260096,1,2001
chr14,89289496,89291496,3,2001
chr14,89882454,89884454,1,2001
chr14,90084494,90086494,3,2001
chr14,90420121,90422121,1,2001
chr14,90421245,90423245,1,2001
chr14,90527108,90529108,1,2001
chr14,90721893,90723893,3,2001
chr14,90723282,90725282,2,2001
chr14,90797481,90799481,1,2001
chr14,91281761,91283761,0,2001
chr14,91525993,91527993,0,2001
chr14,91579356,91581356,0,2001
chr14,91709852,91711852,1,2001
chr14,91883188,91885188,0,2001
chr14,91975824,91977824,1,2001
chr14,92197430,92199430,2,2001
chr14,92301870,92303870,0,2001
chr14,92413046,92415046,1,2001
chr14,92505403,92507403,2,2001
chr14,92571965,92573965,3,2001
chr14,92587153,92589153,1,2001
chr14,92587297,92589297,2,2001
chr14,92789151,92791151,0,2001
chr14,93041578,93043578,1,2001
chr14,93214047,93216047,0,2001
chr14,93259575,93261575,1,2001
chr14,93388444,93390444,0,2001
chr14,93581264,93583264,0,2001
chr14,93650249,93652249,0,2001
chr14,93650374,93652374,0,2001
chr14,93672400,93674400,2,2001
chr14,93672459,93674459,2,2001
chr14,93798438,93800438,4,2001
chr14,93798564,93800564,4,2001
chr14,93812536,93814536,0,2001
chr14,93896277,93898277,0,2001
chr14,94253766,94255766,0,2001
chr14,94384239,94386239,2,2001
chr14,94442076,94444076,2,2001
chr14,94462641,94464641,1,2001
chr14,94491723,94493723,0,2001
chr14,94546558,94548558,0,2001
chr14,94546638,94548638,0,2001
chr14,94576078,94578078,2,2001
chr14,94594957,94596957,2,2001
chr14,94639648,94641648,0,2001
chr14,94640797,94642797,1,2001
chr14,94758361,94760361,1,2001
chr14,94758608,94760608,0,2001
chr14,94788688,94790688,2,2001
chr14,94832039,94834039,2,2001
chr14,94854153,94856153,1,2001
chr14,94856029,94858029,0,2001
chr14,94918122,94920122,2,2001
chr14,94941670,94943670,0,2001
chr14,94969559,94971559,1,2001
chr14,94983181,94985181,0,2001
chr14,95026756,95028756,3,2001
chr14,95046705,95048705,4,2001
chr14,95077713,95079713,3,2001
chr14,95235499,95237499,0,2001
chr14,95598840,95600840,0,2001
chr14,95623347,95625347,0,2001
chr14,95785245,95787245,0,2001
chr14,95941173,95943173,3,2001
chr14,96000322,96002322,1,2001
chr14,96151753,96153753,1,2001
chr14,96179533,96181533,4,2001
chr14,96504660,96506660,0,2001
chr14,96670134,96672134,2,2001
chr14,96721546,96723546,0,2001
chr14,96828738,96830738,1,2001
chr14,96828788,96830788,1,2001
chr14,96830072,96832072,1,2001
chr14,96857424,96859424,2,2001
chr14,96967712,96969712,0,2001
chr14,97262683,97264683,0,2001
chr14,99176949,99178949,0,2001
chr14,99737050,99739050,0,2001
chr14,99946226,99948226,0,2001
chr14,99946738,99948738,0,2001
chr14,100069727,100071727,0,2001
chr14,100110446,100112446,1,2001
chr14,100149754,100151754,0,2001
chr14,100258744,100260744,0,2001
chr14,100436811,100438811,1,2001
chr14,100625012,100627012,1,2001
chr14,100704101,100706101,0,2001
chr14,100771884,100773884,0,2001
chr14,100788673,100790673,1,2001
chr14,100840927,100842927,0,2001
chr14,100841752,100843752,1,2001
chr14,100841812,100843812,1,2001
chr14,101033407,101035407,0,2001
chr14,101035131,101037131,0,2001
chr14,101192201,101194201,0,2001
chr14,101350184,101352184,0,2001
chr14,102026687,102028687,0,2001
chr14,102227134,102229134,0,2001
chr14,102275139,102277139,3,2001
chr14,102429864,102431864,1,2001
chr14,102552512,102554512,0,2001
